,'File' Attachments,Archive,Attendance,Contains_BOF,Date,Edition,Event_Date,Event_Location,Issue,Location,Newspaper,Notes,Organization_Hosting,Persons,Place Published,Price_Event,Record Number,Reference Type,Reporter,Revenue,Short Title,Title,Unique_Reference_Number,Year,MENU,Coordinates
657,"internal-pdf://2367027914/The western sentinel, December 01, 1892.pdf",LOC Conundrum Supper,,,"December 01, 1892",,,,,"Winston-Salem, North Carolina",The western sentinel,,,,Belo House,,6408.0, Newspaper Article,,,Wayside Workers,Wayside Workers,,"November 25, 1892",,"[-80.2440518, 36.0998131]"
658,"internal-pdf://0352406212/The Republican journal, August 31, 1899.pdf",LOC Conundrum Supper,,,"August 31, 1899",,,,,"Swanville, Maine",The Republican journal,Same event is referenced in the issue from September 14,,,Grange hall,,6220.0, Newspaper Article,,,Comet Grange,Comet Grange,,"September 07, 1899",,"[-68.9978129, 44.5211855]"
659,"internal-pdf://2260289375/The Newtown bee, August 31, 1894.pdf",LOC Conundrum Supper,,,"August 31, 1894",,,,,"Newtown, Connecticut",The Newtown bee,Contains eBOF,,,,,6038.0, Newspaper Article,,,Ladies of the Congregational church,Ladies of the Congregational church,,"September 07, 1894","The Accursed Son 5c, The Gardener's Enemy 5c, The Miraculous Gift 5c, Marine Hash 5c, American product 3c, Soldier's Dessert 3c, Early Riser 2c, A Letter of the Alphabet 2c, German's Delight 2c, Three Fourths of the Globe 1c. Appetizers: the Last Rose of Summer 1c, Sharpeners of Wit 1c. Desserts: N.Y. & N.E. Railroad Cake 2c, Bean Cake 2c, Spring Cake 2c, Enamel Preserves 1c, Pressed Axtract of Bovine 1c, The Lover's Terror 5c, Perpetual Motion 2c.","[-73.3086445, 41.4134764]"
660,"internal-pdf://1708302646/Perth Amboy evening news, August 30, 1905.pdf",LOC Conundrum Supper,,,"August 30, 1905",,,,,"Tottenville, New Jersey",Perth Amboy evening news,,,,Lawn of the church,,6319.0, Newspaper Article,,,"Ladies’ Aid society of the South Baptist church, of Tottenville","Ladies’ Aid society of the South Baptist church, of Tottenville",,8-Sep-05,,
661,"internal-pdf://2511712089/Capital Journal, February 26, 1894.pdf",LOC Conundrum Supper,,,"February 26, 1894",,,,,"Salem, Oregon",Capital Journal,Mentioned on February 27,,,,,5959.0, Newspaper Article,,,Young People of the Baptist Church,Young People of the Baptist Church,,"February 28, 1894",,"[-123.033121, 44.9391565]"
662,"internal-pdf://1402586703/Alma record, August 29, 1918.pdf",LOC Conundrum Supper,,,"August 29, 1918",,,,,"Alma, Michigan",Alma record,,,,At the church,,6251.0, Newspaper Article,,,Ladies’ Aid of the Church of Christ,Ladies’ Aid of the Church of Christ,,6-Sep-18,,"[-84.659727, 43.37892]"
663,"internal-pdf://2040651430/The Athena Press, December 15, 1911.pdf",LOC Conundrum Supper,,,"December 15, 1911",,,,,"Athena, Oregon",The Athena Press,,,,McEwen Building,,5954.0, Newspaper Article,,,Ladies of the Christian Church,Ladies of the Christian Church,,16-Dec-11,,"[-118.491336, 45.8119097]"
664,"internal-pdf://4172670834/The Florida agriculturist, August 29, 1906.pdf",LOC Conundrum Supper,,,"August 29, 1906",,,,,"DeLand, Florida",The Florida agriculturist,"Not an actual CS, but a resquest for a CS (from the issue from August 22) and response menu (August 29, this one); Contains eBOF",,,,,6076.0, Newspaper Article,,,,,,,1. I fly to Thee. -Chicken or Turkey. 2. The Staff of Life. -Bread. 3. African Beauty. -Coffee. 4. Loves' Antidote. -Pickles. 5. The Elixir of Life. -Water. 6. The Irishman's Delight. -Potatoes. 7. Love Apples. -Tomatoes. 8. Combination of the Bitter and Sweet. -Salad. 9. Congealed Love Tonic. -Ice Cream.,"[-81.3031098, 29.0283213]"
665,"internal-pdf://0164826621/The Wahpeton times, August 27, 1891.pdf",LOC Conundrum Supper,,,"August 27, 1891",,,,,"Wahpeton, North Dakota",The Wahpeton times,,,,D.E. Rice’s store,,6415.0, Newspaper Article,,,Ladies’ Aid society of the M.E. church,Ladies’ Aid society of the M.E. church,,"September 02, 1891",,"[-96.608863, 46.265879]"
666,"internal-pdf://2542116721/St. Johnsbury Caledonian, August 27, 1891.pdf",LOC Conundrum Supper,,,"August 27, 1891",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,Town Hall,,6333.0, Newspaper Article,,,,,,"September 03, 1891",,"[-72.0150951, 44.4192249]"
667,"internal-pdf://2753683407/Orleans County Monitor, February 26, 1913.pdf",LOC Conundrum Supper,,,"February 26, 1913",,,,,"Barton, Vermont",Orleans County Monitor,,,,Vestry of the Congregational Church,,6348.0, Newspaper Article,,,The Earnest Workers,The Earnest Workers,,4-Mar-13,,"[-72.174317559118, 44.74844]"
668,"internal-pdf://2639189046/The Barre Daily Times, August 26, 1914.pdf",LOC Conundrum Supper,,,"August 26, 1914",,,,,"Barre, Vermont",The Barre Daily Times,,,,,,6156.0, Newspaper Article,,,Woman’s Auxilary,Woman’s Auxilary,,11-Sep-14,,"[-72.502213, 44.197467]"
669,"internal-pdf://2765392859/The Hope pioneer, August 22, 1890.pdf",LOC Conundrum Supper,,,"August 22, 1890",,,,,"Hope, North Dakota",The Hope pioneer,Same event is referenced in the issue from August 29,,,Arcade hall,,6409.0, Newspaper Article,,,Ladies Aid society of the Congregational church,Ladies Aid society of the Congregational church,,"August 27, 1890",,"[-97.7223196, 47.3222102]"
670,"internal-pdf://2448857185/Vernon County Censor, August 21, 1901.pdf",LOC Conundrum Supper,,,"August 21, 1901",,,,,"Virogua, Wisconsin",Vernon County Censor,,,,Church,,6439.0, Newspaper Article,,,,,,22-Aug-01,,
671,"internal-pdf://4013483726/The Nebraska advertiser, February 26, 1904.pdf",LOC Conundrum Supper,,,"February 26, 1904",,,,,"Nemaha City, Nebraska",The Nebraska advertiser,,,,Residence of A.N. Harris,,6312.0, Newspaper Article,,,Bethel (Shockey) Sunday school,Bethel (Shockey) Sunday school,,4-Mar-04,,"[-95.8518344, 40.3837713]"
672,"internal-pdf://3386519673/The daily morning journal and courier, Februar.pdf",LOC Conundrum Supper,,,"February 21, 1898",,,,,"Fair Haven, Connecticut",The daily morning journal and courier,Contains eBOF,,,St. James’ Church,,6050.0, Newspaper Article,,,Young People’s Social chapter of St. James’ church,Young People’s Social chapter of St. James’ church,,"February 21, 1898",Meats: 1. How instinct varies in the grovling swine $0.05 2. shrine of the mighty can it be. That this is all remains of thee .05. 3. I'm not now that which I have been .05. 4. Joys seasoned high .05. 5. I was born for other things .05. 6. they have been at a great feast and stolen the scraps .05. 7. Shold ? acquaintance be forgot .05. 8. Some smack of age in you; some relish of the saltness of time .05. 9. Compounded of many simpler as you like it .05. 10. There is no living with thee or without thee .05. Desserts: 11. Infinite riches in a little room .05. 12. Old friends are beat .05. 13. Joys too exquisite to last .05. Cake - Two pieces for 5c. 14. Sabean odors from the spicy shore of Araby the blest. 15. My cake is dough. 16. A little nonsense now and then is relished by the best of men. 17. trifles light as air. 18. Odours crushed are sweet still. 19. The new is older than the old. 20. Ice cream .10.,"[-72.8956569, 41.3112082]"
673,"internal-pdf://3333574074/St. Johnsbury Caledonian, February 21, 1896.pdf",LOC Conundrum Supper,,,"February 21, 1896",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,Also mentioned February 14; Menu included.,,,Grand Army Hall,,6117.0, Newspaper Article,,,The Rector’s Aid society of St. Andrew’s church,The Rector’s Aid society of St. Andrew’s church,,"February 14, 1896",The souvenir menu was as follows: Spring Offerings. An Unruly Member. The Poor Man's Staff. Food for the Spinning Wheel. I come from Under the Rhine. Soldiers' Joy. Changeable Politicians. I'm Sour but You'll Like Me. What the Street Cars do on a Switch. Great American Desert. Something to Take. Boston Overthrow. I Settled Just ? Ground. I Feel It From My Heart. Musical Cake. Out of Order. Coagulated Cream. Half Peas. My Mother Makes Me Sharp. A St. Johnsbury Editor.,"[-72.0150951, 44.4192249]"
674,"internal-pdf://2306743113/The aegis & intelligencer, December 16, 1892.pdf",LOC Conundrum Supper,,,"December 16, 1892",,,,,"Darlington, Maryland",The aegis & intelligencer,Contains eBOF; same event is referenced in the issue from December 02,,,Town hall,,6240.0, Newspaper Article,,,Ladies of the M.E. church,Ladies of the M.E. church,,"December 08, 1892","The bill of fare was as follows: Causes Neighborly Contention, New England Brains, What a Boy Calls His Sweetheart, Pearls of the Sea, What Occasioned the Fall of Man, An Unruly Member, What Asthmatic Persons Are, From the Briny Deep, Women of Grit, An Inhabitant of the Ark, An Oriental Country, The Joy of an American Boy on the Fourth of July, Hidden Tears, The Spring's Offering, Boston's Overthrow.","[-76.2027321, 39.6392741]"
675,"internal-pdf://3896290002/Orleans County Monitor, February 16, 1906.pdf",LOC Conundrum Supper,,,"February 16, 1906",,,,,"Barton, Vermont",Orleans County Monitor,,,,Miss Drew’s S.S. class,,6324.0, Newspaper Article,,,Ladies’ Aid,Ladies’ Aid,,21-Feb-06,,"[-72.174317559118, 44.74844]"
676,"internal-pdf://3211441675/The Newtown bee, February 16, 1894.pdf",LOC Conundrum Supper,,,"February 16, 1894",,,,,"South Britain, Connecticut",The Newtown bee,Same event is referenced in the March 02 issue,,,"Parish House, South Britain",,6033.0, Newspaper Article,,,,,,"February 22, 1894",,"[-73.2515041, 41.470929]"
677,"internal-pdf://0628175004/Evening times-Republican, February 15, 1908.pdf",LOC Conundrum Supper,,,"February 15, 1908",,,,,"Marshalltown, Iowa",Evening times-Republican,,,,"Residence of Mr. and Mrs. Charles Carroll, 511 West Church street",,6195.0, Newspaper Article,,,Young ladies,Young ladies,,13-Feb-08,,"[-92.9123388, 42.0442545]"
678,"internal-pdf://1687926646/Orleans County Monitor, February 02, 1910.pdf",LOC Conundrum Supper,,,"February 02, 1910",,,,,"Barton, Vermont",Orleans County Monitor,,,,Church dining room,,6162.0, Newspaper Article,,,Epworth League,Epworth League,,4-Feb-10,,"[-72.174317559118, 44.74844]"
679,"internal-pdf://2053999928/The Corvallis Gazette, February 03, 1893.png",LOC Conundrum Supper,,,"February 03, 1893",,,,,"Corvallis, Oregon",The Corvallis Gazette,Menu included. PDF damaged. Screenshot included. Also mentioned February 10.,,,Home of Judge Hufford,,5951.0, Newspaper Article,,,The Daughters of the King of the Episcopal Church,The Daughters of the King of the Episcopal Church,,"February 11, 1893",The following bill of fare will be served: What most people need; unruly member; causes neighborhood contention; New England beans; food for the spinning wheel; what a boy calls his sweet-heart; brings the crows; most deligthful age of childhood; women of grit; what occasioned the fall of mankind; hidden tears; tree cake; eliptical cakes; changeable politicians; what asmetic people are; spring's offering; Boston's overthrow.,"[-123.2620435, 44.5645659]"
680,"internal-pdf://1272796157/St. Johnsbury Caledonian, February 15, 1894.pdf",LOC Conundrum Supper,,,"February 15, 1894",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,Schoool house hall,,6339.0, Newspaper Article,,,,,,"February 22, 1894",,"[-72.0150951, 44.4192249]"
681,"internal-pdf://4131174014/St. Johnsbury Caledonian, February 03, 1909.pdf",LOC Conundrum Supper,,,"February 03, 1909",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,Home of LJ Hovey,,6107.0, Newspaper Article,,,Young People,Young People,,2-Feb-09,,"[-72.0150951, 44.4192249]"
682,"internal-pdf://4089174005/Omaha daily bee, February 15, 1891.pdf",LOC Conundrum Supper,,,"February 15, 1891",,,,,"Omaha, Nebraska",Omaha daily bee,,,,Corner of Twentieth and Capitol avenue,,6311.0, Newspaper Article,,,Ladies of the First Christian church,Ladies of the First Christian church,,"February 19, 1891",,"[-95.9383758, 41.2587459]"
683,"internal-pdf://3249819489/Fort Worth Gazette, February 05, 1892pdf.pdf",LOC Conundrum Supper,,,"February 05, 1892",,,,,"Fort Worth, Texas",Fort Worth Gazette,Menu included. Also mentioned February 02.,,,Mulkey Memorial Church,,5996.0, Newspaper Article,,,The Ladies Aid Society of the Mulkey Memorial Church,The Ladies Aid Society of the Mulkey Memorial Church,,"February 12, 1892",1. What asthmatic people are. 2. Intoxicated bovine. 3. What most people need. 4. Food of the spinning-wheel. 5. A celebrated author. 6. Women of grit. 7. Boston's overthrow. 8. Causes neighborhood contentions. 9. What shall we do with Mrs. Langtry? 10. Spring's offering. 11. What a boy calls his sweetheart. 12. Unruly member. 13. Tabby's party. 14. What mankind has been doing since Eve ate the apple. 15. Impertinence. 16. Tree cake. 17. The son of Noah.,"[-97.3327459, 32.753177]"
684,"internal-pdf://1022963858/Middlebury Register, February 14, 1902.pdf",LOC Conundrum Supper,,,"February 14, 1902",,,,,"Middlebury, Vermont",Middlebury Register,,,,Home of Mr and Mrs A.W. Foote,,6365.0, Newspaper Article,,,,,,18-Feb-02,,"[-73.1633010541542, 44.0072736]"
685,"internal-pdf://1242608870/St. Johnsbury Caledonian, February 05, 1908.pdf",LOC Conundrum Supper,,,"February 05, 1908",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,Also mentioned February 12.,,,Methodist Church,,6103.0, Newspaper Article,,,Methodist Church,Methodist Church,,5-Feb-08,,"[-72.0150951, 44.4192249]"
686,"internal-pdf://4013483727/The Brattleboro Daily Reformer, February 13, 1.pdf",LOC Conundrum Supper,,,"February 13, 1918",,,,,"Brattleboro, Vermont",The Brattleboro Daily Reformer,,,,,,6129.0, Newspaper Article,,,Burlington Council,Burlington Council,,,,"[-72.5578678, 42.8509152]"
687,"internal-pdf://2260289373/The Republican journal, February 06, 1896.pdf",LOC Conundrum Supper,,,"February 06, 1896",,,,,"Pittsfield, Maine",The Republican journal,,,,G. A.R. hall,,6221.0, Newspaper Article,,,,,,"January 30, 1896",,"[-69.383469, 44.78281]"
688,"internal-pdf://2442186206/Ottumwa semi-weekly courier, February 13, 1900.pdf",LOC Conundrum Supper,,,"February 13, 1900",,,,,"Packwood, Iowa",Ottumwa semi-weekly courier,,,,Residence of David Metzler,,6191.0, Newspaper Article,,,Ladies Aid society of the M.E. church,Ladies Aid society of the M.E. church,,7-Feb-00,,"[-92.0827361, 41.1328058]"
689,"internal-pdf://3244173416/The Press, February 06, 1902.pdf",LOC Conundrum Supper,,,"February 06, 1902",,,,,"Staffordville, Connecticut",The Press,Same event is referenced in the issue from February 13,,,Congregational church,,6058.0, Newspaper Article,,,Ladies’ Aid society of the Congregational church,Ladies’ Aid society of the Congregational church,,6-Feb-02,,"[-72.25869, 41.9939848]"
690,"internal-pdf://1776808929/The Ocala evening star, June 05, 1905.pdf",LOC Conundrum Supper,,,"June 05, 1905",,,,,"Ocala, Flordia",The Ocala evening star,Same event is referenced in the issues from May 26 and May 30,,,Odd Fellows’ Hall,,6073.0, Newspaper Article,,,Trustees of Mt. Zion A. M.E. church,Trustees of Mt. Zion A. M.E. church,,5-Jun-05,,
691,"internal-pdf://0216220853/The Dickinson press, February 13, 1892.pdf",LOC Conundrum Supper,,,"February 13, 1892",,,,,"Dickinson, North Dakota",The Dickinson press,Contains eBOF,,,"Lawrence building, on Villard street",,6417.0, Newspaper Article,,,Ladies of the Episcopal church,Ladies of the Episcopal church,,"February 18, 1892","What no meal is complete without. Preserved in the Ark. Perpetual motion. Wood from a noted watering place. Amaze cake. Fruit of the spinning wheel. What the winner always does. An ancient fluid. Women of grit. New England brains. elevated felines. Porous marine substance. Something appropriate for single men. Heavenly food. Condensed bovine extract. Billy goat. Ruin of the world. Two for a cent. Something prevalent in Africa. Crystalized corn juice. Elevating food. The soldier's joy. Boston's overthrow. Spring's offering. Condition lovers are in when they quarrel. Ivory manipulators. Supper, 25 cents each.","[-102.7896242, 46.8791756]"
692,"internal-pdf://2040651429/Morning journal and courier, February 10, 1893.pdf",LOC Conundrum Supper,,,"February 10, 1893",,,,,"Fair Haven, Connecticut",Morning journal and courier,Same event is referenced in the Feb. 17th issue,,,Church parlors,,6028.0, Newspaper Article,,,Ladies of the Grand avenue Baptist church,Ladies of the Grand avenue Baptist church,,"February 15, 1893",,"[-72.8956569, 41.3112082]"
693,"internal-pdf://1858721857/The Barre Daily Times, February 09, 1910.pdf",LOC Conundrum Supper,,,"February 09, 1910",,,,,"Barre, Vermont",The Barre Daily Times,,,,,,6282.0, Newspaper Article,,,Ladies’ Aid of the Baptist Society,Ladies’ Aid of the Baptist Society,,4-Feb-10,,"[-72.502213, 44.197467]"
694,"internal-pdf://2935172774/The Fargo forum and daily republican, February.pdf",LOC Conundrum Supper,,,"February 11, 1904",,,,,"Fargo, North Dakota",The Fargo forum and daily republican,"Same event is referenced in the issues from February 17, February 20, February 13, and February 15",,,Presbyterian church,,6419.0, Newspaper Article,,,,,,22-Feb-04,,"[-96.789821, 46.877229]"
695,"internal-pdf://0552910251/St. Johnsbury Caledonian, February 09, 1910.pdf",LOC Conundrum Supper,,,"February 09, 1910",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,,,6110.0, Newspaper Article,,,Ladies of the Baptist Church,Ladies of the Baptist Church,,4-Feb-10,,"[-72.0150951, 44.4192249]"
696,"internal-pdf://1736491298/The Evening Statesman, February 09, 1907.pdf",LOC Conundrum Supper,,,"February 09, 1907",,,,,"Walla Walla, Washington",The Evening Stateman,,,,Residence of J.W. Jones,,6426.0, Newspaper Article,,,Birthday party for D.H. Jones and Lydia Schnasse,Birthday party for D.H. Jones and Lydia Schnasse,,7-Feb-07,,"[-118.3302476, 46.0650381]"
697,"internal-pdf://0037487769/Orleans County Monitor, February 09, 1903.pdf",LOC Conundrum Supper,,,"February 09, 1903",,,,,"Barton, Vermont",Orleans County Monitor,,,,G.A.R. Hall,,6326.0, Newspaper Article,,,The Young Peoples’ Literary Circle,The Young Peoples’ Literary Circle,,6-Feb-03,,"[-72.174317559118, 44.74844]"
698,"internal-pdf://2351586395/Daily Press, February 02, 1909.pdf",LOC Conundrum Supper,,,"February 02, 1909",,,,,"Newport, Virginia",Daily Press,,,,First Methodist Church,,6385.0, Newspaper Article,,,,,,2-Feb-09,,"[-78.5964028, 38.5787326]"
699,"internal-pdf://0096055805/The San Juan Islander, February 11, 1910.pdf",LOC Conundrum Supper,,,"February 11, 1910",,,,,"Friday Harbor, Washington",The San Juan Islander,Also mentioned February 04.,,,Forester’s hall,,6427.0, Newspaper Article,,,Epworth League of the M.E. Church,Epworth League of the M.E. Church,,16-Feb-10,,"[-123.0171242, 48.5342662]"
700,"internal-pdf://3130390636/The Paducah daily sun, February 12, 1898.pdf",LOC Conundrum Supper,,,"February 12, 1898",,,,,"Paducah, Kentucky",The Paducah daily sun,Contains eBOF,,,Third Street M.E. church (corner Third and Norton),,6200.0, Newspaper Article,,,Ladies’ Aid Society,Ladies’ Aid Society,,"February 14, 1898",Widow's tears and old maid smiles. What most people need. Adam's first sacrifice. Causes neighborhood contention. New England brains. Love's young dream. Food for the spinning wheel. Most delightful age of childhood. Changeable politicians. Boston's overthrow. What occasioned the fall of man. Chicago chestnuts. Spring's offering. What a boy calls his sweetheart. An animal's taste. Country fuel. Going to be licked. What asthmatic people are. Unruly member. Study of a head.,"[-88.6000478, 37.0833893]"
701,"internal-pdf://1968217462/St. Johnsbury Caledonian, February 09, 1893.pdf",LOC Conundrum Supper,,,"February 09, 1893",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,Town Hall,,6337.0, Newspaper Article,,,Library Association,Library Association,,"February 10, 1893",,"[-72.0150951, 44.4192249]"
702,"internal-pdf://0481928577/The Stark County Democrat, February 08, 1907.pdf",LOC Conundrum Supper,,,"February 08, 1907",,,,,"Sparta, Ohio",The Stark County Democrat,,,,,,6422.0, Newspaper Article,,,Ladies’ Aid society,Ladies’ Aid society,,2-Feb-07,,"[-82.7004504, 40.3947836]"
703,"internal-pdf://0349517443/The Pacific commercial advertiser, February 07.pdf",LOC Conundrum Supper,,,"February 07, 1906",,,,,"Honolulu, Hawaii",The Pacific commercial advertiser,,,,Methodist parsonage,,6079.0, Newspaper Article,,,LAdies’ Aid society of the Methodist church,LAdies’ Aid society of the Methodist church,,6-Feb-06,,"[-157.8556764, 21.304547]"
704,"internal-pdf://2639189045/Oxford Democrat, February 07, 1899.pdf",LOC Conundrum Supper,,,"February 07, 1899",,,,,"Hiram, Maine",Oxford Democrat,,,,Pythian hall,,6207.0, Newspaper Article,,,Young gentlemen of the Congregational church,Young gentlemen of the Congregational church,,"February 02, 1899",,"[-70.803452, 43.879088]"
705,"internal-pdf://1611278889/Mrs Grundy, February 12, 1914.pdf",LOC Conundrum Supper,,,"February 12, 1914",,,,,"Tracy City, Tennessee",Mrs. Grundy,Menu included.,,,Dixie Theater,,5994.0, Newspaper Article,,,Ladies of Episcopal Church,Ladies of Episcopal Church,,16-Feb-14,"The following is the menu for supper. 1. Over Fed Embryonic Chicken 05. 2. A Woman of Grit 10. 3. Better in You, Than You in It 01. 4. Georgia Country Man 02. 5. Current Extracts from the Press 02. 6. Mocha Jarvaris 05. 7. Taken by Our Best Girl 05. 8. Common Color in Dixie. 9. Personal Pronoun in Agony. 10. Chip of the Old Block Free. 11. Spring's Offering Free.","[-85.7360833, 35.2603569]"
706,"internal-pdf://3520709984/Harrisburg Telegraph, February 11, 1915.pdf",LOC Conundrum Supper,,,"February 11, 1915",,,,,"Harrisburg, Pennsylvania",Harrisburg Telegraph,Mentioned February 06.,,,Home of Mrs. Robert Hawbecker,,5967.0, Newspaper Article,,,Ladies’ Aid society of Camp Hill Methodist Episcopal Church,Ladies’ Aid society of Camp Hill Methodist Episcopal Church,,12-Feb-15,,"[-76.8861122, 40.2663107]"
707,"internal-pdf://2039723617/St. Johnsbury Caledonian, August 06, 1891.pdf",LOC Conundrum Supper,,,"August 06, 1891",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,,,6332.0, Newspaper Article,,,Christian Endeavor Society,Christian Endeavor Society,,"August 07, 1891",,"[-72.0150951, 44.4192249]"
708,"internal-pdf://2053999925/Oxford Democrat, February 02, 1897.pdf",LOC Conundrum Supper,,,"February 02, 1897",,,,,"Andover, Maine",Oxford Democrat,,,,Hall,,6208.0, Newspaper Article,,,King’s Daughters,King’s Daughters,,,,"[-70.751266, 44.635925]"
709,"internal-pdf://0631704562/The Newtown bee, February 02, 1894.pdf",LOC Conundrum Supper,,,"February 02, 1894",,,,,"Brookfield, Connecticut",The Newtown bee,Same event is referenced in the January 19 issue.,,,The rectory,,6035.0, Newspaper Article,,,Ladies of St Paul’s Guild,Ladies of St Paul’s Guild,,"January 24, 1894",,"[-73.4095652, 41.4825947]"
710,"internal-pdf://1704365079/Mower County transcript, December 16, 1896.pdf",LOC Conundrum Supper,,,"December 16, 1896",,,,,"Lansing, Minnesota",Mower County transcript,,,,Residence of Mrs. T. Varco,,6260.0, Newspaper Article,,,,,,"December 16, 1896",,"[-92.9701918, 43.7452402]"
711,"internal-pdf://3289099767/The herald, December 17, 1896.pdf",LOC Conundrum Supper,,,"December 17, 1896",,,,,"Los Angeles, California",The herald,,,,"Residence of Mr. Hoch, No. 1961 Lovelace avenue",,6020.0, Newspaper Article,,,W.C.T.U. of Los Angeles,W.C.T.U. of Los Angeles,,,,"[-118.2427666, 34.0536909]"
712,"internal-pdf://1431419375/The Ocala evening star, December 19, 1900.pdf",LOC Conundrum Supper,,,"December 19, 1900",,,,,"Ocala, Florida",The Ocala evening star,,,,Mitchell Hall,,6071.0, Newspaper Article,,,Howard Academy’s Primary Department,Howard Academy’s Primary Department,,21-Dec-00,,"[-82.1400923, 29.1871986]"
713,"internal-pdf://2550207928/Oxford Democrat, December 19, 1911.pdf",LOC Conundrum Supper,,,"December 19, 1911",,,,,"Oxford, Maine",Oxford Democrat,,,,,,6214.0, Newspaper Article,,,Ladies of the Relief Corps,Ladies of the Relief Corps,,8-Dec-11,,"[-70.7782375, 44.4694529]"
714,"internal-pdf://0711645627/The Saint Paul globe, February 20, 1899.pdf",LOC Conundrum Supper,,,"February 20, 1899",,,,,"St. Paul, Minnesota",The Saint Paul globe,Same event is referenced (I believe) in the issue from February 14,,,"Rooms of the retail clerks on tration lodge, B. of L.F.",,6272.0, Newspaper Article,,,"Minnehaha Lodge No. 57, the ladies’ auxillary to the B. of L.F.","Minnehaha Lodge No. 57, the ladies’ auxillary to the B. of L.F.",,"February 28, 1899",,"[-93.1015026, 44.9504037]"
715,"internal-pdf://3829176419/Orleans County Monitor, February 20, 1899.pdf",LOC Conundrum Supper,,,"February 20, 1899",,,,,"Barton, Vermont",Orleans County Monitor,,,,M.E. Church,,6135.0, Newspaper Article,,,Epworth League,Epworth League,,"February 24, 1899",,"[-72.174317559118, 44.74844]"
716,"internal-pdf://0915711850/Wheeling Sunday Register, December 20, 1891.pdf",LOC Conundrum Supper,,,"December 20, 1891",,,,,"Wheeling, West Virginia",Wheeling Sunday Register,,,,,,6435.0, Newspaper Article,,,The Ladies’ Aid Society,The Ladies’ Aid Society,,,,"[-80.7209149, 40.0639616]"
717,"internal-pdf://3244173415/The aegis & intelligencer, December 21, 1894.pdf",LOC Conundrum Supper,,,"December 21, 1894",,,,,"Shawsville, Maryland",The aegis & intelligencer,,,,"Residence of Joshua G. Lucky, Esq.",,6241.0, Newspaper Article,,,,,,"December 24, 1894",,"[-76.5549672, 39.6378827]"
718,"internal-pdf://4146382455/The Opelousas courier, December 21, 1895.pdf",LOC Conundrum Supper,,,"December 21, 1895",,,,,"Opelousas, Louisiana",The Opelousas,,,,St. Landry High School,,6204.0, Newspaper Article,,,,,,"December 23, 1895",,"[-92.081509, 30.5335302]"
719,"internal-pdf://4059243597/Vermont Phoenix, December 22, 1893.pdf",LOC Conundrum Supper,,,"December 22, 1893",,,,,"Brattleboro, Vermont",Vermont Phoenix,,,,,,6183.0, Newspaper Article,,,The Ladies’ Aid Society,The Ladies’ Aid Society,,"December 25, 1893",,"[-72.5578678, 42.8509152]"
720,"internal-pdf://0746349250/Herald and News, February 19, 1903.pdf",LOC Conundrum Supper,,,"February 19, 1903",,,,,"West Randolph, Vermont",Herald and News,,,,,,6367.0, Newspaper Article,,,The Universalists,The Universalists,,21-Feb-03,,"[-72.666321, 43.925099]"
721,"internal-pdf://3651368884/Essex County Herald, December 22, 1893.pdf",LOC Conundrum Supper,,,"December 22, 1893",,,,,"Guildhall, Vermont",Essex County Herald,,,,,,6123.0, Newspaper Article,,,Cobweb Club,Cobweb Club,,"December 20, 1893",,"[-71.5610294, 44.5651812]"
722,"internal-pdf://3765360630/The Londonderry Sifter, December 23, 1892.pdf",LOC Conundrum Supper,,,"December 23, 1892",,,,,"South Londonderry, Vermont",The Londonderry Sifter,,,,,,6355.0, Newspaper Article,,,Young people,Young people,,"December 15, 1892",,"[-72.8142644, 43.1928538]"
723,"internal-pdf://2860117064/St. Johnsbury Caledonian, December 24, 1891.pdf",LOC Conundrum Supper,,,"December 24, 1891",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,Congregational church,,6335.0, Newspaper Article,,,Ladies of the Congregational Church,Ladies of the Congregational Church,,"December 19, 1891",,"[-72.0150951, 44.4192249]"
724,"internal-pdf://2474738228/Burlington Weekly Free Press, December 26, 191.pdf",LOC Conundrum Supper,,,"December 26, 1912",,,,,"Burlington, Vermont",Burlington Weekly Free Press,,,,Morgan Schoolhouse,,6168.0, Newspaper Article,,,Morgan School,Morgan School,,27-Dec-12,,"[-73.2135472, 44.4762975]"
725,"internal-pdf://2379086068/Rock Island Argus, February 19, 1894.pdf",LOC Conundrum Supper,,,"February 19, 1894",,,,,"Rock Island, Illinois",Rock Island Argus,,,,Broadway church,,6088.0, Newspaper Article,,,,,,"February 20, 1894",,"[-90.5787477, 41.5094771]"
726,"internal-pdf://2525953559/Orleans County Monitor, December 31, 1913.pdf",LOC Conundrum Supper,,,"December 31, 1913",,,,,"Barton, Vermont",Orleans County Monitor,,,,Methodist church,,6349.0, Newspaper Article,,,The Opportunity Circle,The Opportunity Circle,,2-Jan-14,,"[-72.174317559118, 44.74844]"
