id,title,author,publication,date,location,content
DX1901499903,NUTS TO CRACK,W. H. EDDY,Kind Words for Boys and Girls,"March 18, 1869",London England,
DX1901499939,NUTS TO CRACK,,Kind Words for Boys and Girls,"April 15, 1869",London England,
DX1901528903,NUTS TO CRACK,,Kind Words for Boys and Girls,"December 1, 1884",London England,
DX1901530727,NUTS TO CRACK,MINNIE FREEMAN,Kind Words for Boys and Girls,"May 1, 1885",London England,
DX1901531012,NUTS TO CRACK,A. B. C.,Kind Words for Boys and Girls,"December 1, 1885",London England,
DX1901531054,NUTS TO CRACK,L. G.,Kind Words for Boys and Girls,"January 1, 1886",London England,
DX1901531168,NUTS TO CRACK,,Kind Words for Boys and Girls,"April 1, 1886",London England,
DX1901531346,NUTS TO CRACK,ARTHUR S. CLARKE,Kind Words for Boys and Girls,"September 1, 1886",London England,
DX1901531385,NUTS TO CRACK,,Kind Words for Boys and Girls,"October 1, 1886",London England,
DX1901531456,NUTS TO CRACK,,Kind Words for Boys and Girls,"December 1, 1886",London England,
DX1901531488,NUTS TO CRACK,,Kind Words for Boys and Girls,"January 1, 1887",London England,
DX1901531574,NUTS TO CRACK,,Kind Words for Boys and Girls,"March 1, 1887",London England,
DX1901531614,NUTS TO CRACK,E. B. L.,Kind Words for Boys and Girls,"April 1, 1887",London England,
DX1901531729,NUTS TO CRACK,,Kind Words for Boys and Girls,"July 1, 1887",London England,
DX1901531897,NUTS TO CRACK,,Kind Words for Boys and Girls,"December 1, 1887",London England,
DX1901508618,OUR BUDGET OF PUZZLES AND CONUNDRUMS,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"December 1, 1884",London England,
DX1901233773,OUR CHARADES,FRED. MILLER,The Girls' Own Paper,"December 6, 1890",London England,
DX1901590965,Our friend A THISTLE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 9, 1878",London England,
DX1901589220,Our friend A. WILSON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 5, 1877",London England,
DX1901589548,Our friend ANNIE STANTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 18, 1877",London England,
DX1901589758,Our friend ANNIE STANTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 20, 1877",London England,
DX1901589935,Our friend ANNIE STANTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 8, 1877",London England,
DX1901591299,Our friend ANNIE STANTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 1, 1879",London England,
DX1901591014,Our friend ARTHUR E. WAITE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 23, 1878",London England,
DX1901269820,Our friend BROWN-EYES to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 3, 1879",London England,
DX1901591271,Our friend CARADOC to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 25, 1879",London England,
DX1901590948,Our friend CHARLES HENRY BOTT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 2, 1878",London England,
DX1901591324,Our friend CHARLES H. BOTT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 8, 1879",London England,
DX1901590203,Our friend DAVY LAD to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 23, 1878",London England,
DX1901590753,Our friend E. BAXTER to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 31, 1878",London England,
DX1901590929,Our friend E. BAXTER to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 26, 1878",London England,
DX1901589069,Our friend E. S. HOPE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 10, 1877",London England,
DX1901589376,Our friend ETTIE E. WHEELER to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 23, 1877",London England,
DX1901589139,Our friend F. M. TEBBS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 7, 1877",London England,
DX1901589824,Our friend F. W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 10, 1877",London England,
DX1901589910,Our friend F. W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 1, 1877",London England,
DX1901590185,Our friend F. W. BINSTEAD to-day makes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 16, 1878",London England,
DX1901590366,Our friend F. W. BINSTEAD to-day takes the lead in he RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 27, 1878",London England,
DX1901589038,Our friend F. W. PETCHELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 24, 1877",London England,
DX1901589528,Our friend F. W. PETCHELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 11, 1877",London England,
DX1901589616,Our friend F. W. PETCHELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 8, 1877",London England,
DX1901589711,Our friend F. W. PETCHELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 6, 1877",London England,
DX1901589734,Our friend F. W. PETCHELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 13, 1877",London England,
DX1901590405,Our friend F. W. PETCHELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 11, 1878",London England,
DX1901590440,Our friend F. W. PETCHELL to-day takes the lead in he RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 25, 1878",London England,
DX1901588987,Our friend FANNY ROWLANDS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 3, 1877",London England,
DX1901590462,Our friend FLOSSIE B. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 1, 1878",London England,
DX1901591113,Our friend FRANK MARRIOTT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 21, 1878",London England,
DX1901591353,Our friend FRED. TAYLOR to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 15, 1879",London England,
DX1901589053,Our friend G. GRANT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 3, 1877",London England,
DX1901589117,Our friend G. GRANT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 31, 1877",London England,
DX1901589468,Our friend G. GRANT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 21, 1877",London England,
DX1901590235,Our friend G. GRANT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 9, 1878",London England,
DX1901590348,Our friend G. GRANT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 20, 1878",London England,
DX1901269702,Our friend HARRY C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 29, 1879",London England,
DX1901591052,Our friend HARRY LYNN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 30, 1878",London England,
DX1901269674,Our friend HERBERT H. ADAMS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 22, 1879",London England,
DX1901589281,Our friend J. A. MARKS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 26, 1877",London England,
DX1901269724,Our friend J. G. LUMSDEN to-day takes the lead the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 5, 1879",London England,
DX1901269745,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 12, 1879",London England,
DX1901269844,Our friend J. G. LUMSDEN to-day takes the lead . the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 10, 1879",London England,
DX1901589871,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 24, 1877",London England,
DX1901590075,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 19, 1878",London England,
DX1901590273,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 23, 1878",London England,
DX1901590424,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 18, 1878",London England,
DX1901591072,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 7, 1878",London England,
DX1901269870,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 17, 1879",London England,
DX1901269995,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 28, 1879",London England,
DX1901589400,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 30, 1877",London England,
DX1901590294,Our friend J. MYERS to-day takes the lead in be RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 30, 1878",London England,
DX1901590311,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 6, 1878",London England,
DX1901590520,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 22, 1878",London England,
DX1901591383,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 22, 1879",London England,
DX1901589510,Our friend J. S. HICKMAN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 4, 1877",London England,
DX1901589100,Our friend J. WAKEFIELD to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 24, 1877",London England,
DX1901589487,Our friend J. WAKEFIELD to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 28, 1877",London England,
DX1901589181,Our friend J. WILKINSON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 21, 1877",London England,
DX1901589354,Our friend J. WILKINSON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 16, 1877",London England,
DX1901589849,Our friend JENNIE LEE to-day takes the lead in the RIDDLE TOURNAMENT CHARADE,,Our Young Folk's Weekly Budget,"November 17, 1877",London England,
DX1901589335,Our friend JIM to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 9, 1877",London England,
DX1901590826,Our friend JOHN G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 21, 1878",London England,
DX1901589243,Our friend LE BOW to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 12, 1877",London England,
DX1901269773,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 19, 1879",London England,
DX1901269943,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 7, 1879",London England,
DX1901269968,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 14, 1879",London England,
DX1901589591,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 1, 1877",London England,
DX1901590329,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 13, 1878",London England,
DX1901590613,Our friend LOTTIE W. to-day takes the lead in RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 20, 1878",London England,
DX1901590633,Our friend LOTTIE W. to-day the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 27, 1878",London England,
DX1901591090,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 14, 1878",London England,
DX1901589660,Our friend LOTTY W. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 22, 1877",London England,
DX1901589005,Our friend LYCIDAS to-day takes the lead in the RIDDLE TOURNAMENT,J. P. WILLIAMS,Our Young Folk's Weekly Budget,"February 10, 1877",London England,
DX1901590658,Our friend MARGARET L. GREEN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 3, 1878",London England,
DX1901590988,Our friend OCTAVIA SPERO to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 16, 1878",London England,
DX1901589085,Our friend P. CREGAN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 17, 1877",London England,
DX1901589199,Our friend P. CREGAN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 28, 1877",London England,
DX1901589299,Our friend P. CREGAN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 2, 1877",London England,
DX1901589448,Our friend P. CREGAN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 14, 1877",London England,
DX1901269899,Our friend PETER PERT to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 24, 1879",London England,
DX1901590382,Our friend PHIL PHONIX to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 4, 1878",London England,
DX1901590108,Our friend SPKRANZA to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 19, 1878",London England,
DX1901589977,Our friend T. DRAKE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 22, 1877",London England,
DX1901590132,Our friend T. L. HEMERY to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 26, 1878",London England,
DX1901590154,Our friend T. L. HEMERY to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 2, 1878",London England,
DX1901590220,Our friend T. L. HEMERY to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 2, 1878",London England,
DX1901590849,Our friend T. L. HEMERY to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 28, 1878",London England,
DX1901590908,Our friend the BLACK PRINCE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 19, 1878",London England,
DX1901590886,Our friend THOMAS LORRAINE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 12, 1878",London England,
DX1901589261,Our friend TOR to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 19, 1877",London England,
DX1901589953,Our friend TOR to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 15, 1877",London England,
DX1901590774,Our friend V. R. CARLOSS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 7, 1878",London England,
DX1901590255,Our friend W. A. WILLIAMS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 16, 1878",London England,
DX1901589635,Our friend W. D'ARTREY to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 15, 1877",London England,
DX1901589427,Our friend W. NELSON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 7, 1877",London England,
DX1901589570,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 25, 1877",London England,
DX1901589785,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 27, 1877",London England,
DX1901589803,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"November 3, 1877",London England,
DX1901590057,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 12, 1878",London England,
DX1901591238,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 18, 1879",London England,
DX1901590561,"Our friend, ANNIE STANTON, to-day takes the lead in the RIDDLE TOURNAMENT",,Our Young Folk's Weekly Budget,"July 6, 1878",London England,
DX1901269648,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 15, 1879",London England,
DX1901269922,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 31, 1879",London England,
DX1901591213,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 11, 1879",London England,
DX1901590481,Our friends MESSRS. WALKER AND STEWART to-day take the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 8, 1878",London England,
DX1901589023,Our friends S. J. P. AND H. G. W. to-day take the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 17, 1877",London England,
DX1901511575,OUR LITTLE FOLK'S OWN PUZZLES,M. KATHLEEN STUBBS,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"May 1, 1888",London England,
DX1901512462,OUR LITTLE FOLK'S OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"November 1, 1889",London England,
DX1901514496,OUR LITTLE FOLK'S OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901518135,OUR LITTLE FOLK'S OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Jun-00,London England,
DX1901505377,OUR LITTLE FOLKS' OWN PUZZLES,EMMA MARIAN OLLEY,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"March 1, 1882",London England,
DX1901505415,OUR LITTLE FOLKS' OWN PUZZLES,WILFRED ARCHER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"April 1, 1882",London England,
DX1901505455,OUR LITTLE FOLKS' OWN PUZZLES,W. HERBERT BAGNALL,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"May 1, 1882",London England,
DX1901505529,OUR LITTLE FOLKS' OWN PUZZLES,MABEL DESPARD,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"July 1, 1882",London England,
DX1901505606,OUR LITTLE FOLKS' OWN PUZZLES,BLANCHE G. FORD,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"September 1, 1882",London England,
DX1901505647,OUR LITTLE FOLKS' OWN PUZZLES,MARTHA DOUGALL,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"October 1, 1882",London England,
DX1901507299,OUR LITTLE FOLKS' OWN PUZZLES,EVELYN CROWDER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901507372,OUR LITTLE FOLKS' OWN PUZZLES,M. TH. DAVOREN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901507487,OUR LITTLE FOLKS' OWN PUZZLES,HENRY J. F. DOWNARD,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"August 1, 1883",London England,
DX1901507528,OUR LITTLE FOLKS' OWN PUZZLES,HENRY WALDRON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"September 1, 1883",London England,
DX1901507568,OUR LITTLE FOLKS' OWN PUZZLES,ADOLPH BLACK,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"October 1, 1883",London England,
DX1901507605,OUR LITTLE FOLKS' OWN PUZZLES,MABEL BRADBURY,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"November 1, 1883",London England,
DX1901507734,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"February 1, 1885",London England,
DX1901507816,OUR LITTLE FOLKS' OWN PUZZLES,HELEN HEAD,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"April 1, 1885",London England,
DX1901507853,OUR LITTLE FOLKS' OWN PUZZLES,CAMPBELL W. RHODES,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"May 1, 1885",London England,
DX1901507888,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1885",London England,
DX1901507929,OUR LITTLE FOLKS' OWN PUZZLES,JOSEPH TORRENCE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901507966,OUR LITTLE FOLKS' OWN PUZZLES,WINFRED E. LANGDON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901508004,OUR LITTLE FOLKS' OWN PUZZLES,MAUD MAY,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901508041,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901508111,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901508172,OUR LITTLE FOLKS' OWN PUZZLES,EMILY G. BRANDON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"January 1, 1884",London England,
DX1901508213,OUR LITTLE FOLKS' OWN PUZZLES,CATHERINE M. WETHERED,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"February 1, 1884",London England,
DX1901508289,OUR LITTLE FOLKS' OWN PUZZLES,AMY G. THEOBALD,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"April 1, 1884",London England,
DX1901508328,OUR LITTLE FOLKS' OWN PUZZLES,NADINE RADOWITZ,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"May 1, 1884",London England,
DX1901508402,OUR LITTLE FOLKS' OWN PUZZLES,LILY WALPOLE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"July 1, 1884",London England,
DX1901508440,OUR LITTLE FOLKS' OWN PUZZLES,S. K. HORNE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"August 1, 1884",London England,
DX1901508478,OUR LITTLE FOLKS' OWN PUZZLES,MARY H. STEWART,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"September 1, 1884",London England,
DX1901508512,OUR LITTLE FOLKS' OWN PUZZLES,AMY FAGG,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"October 1, 1884",London England,
DX1901508662,OUR LITTLE FOLKS' OWN PUZZLES,ETHEL RADCLIFF,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901508701,OUR LITTLE FOLKS' OWN PUZZLES,ANNETTE M. MCCALMAN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"February 1, 1887",London England,
DX1901508743,OUR LITTLE FOLKS' OWN PUZZLES,BRENDA TWYCROSS,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"March 1, 1887",London England,
DX1901508787,OUR LITTLE FOLKS' OWN PUZZLES,MAUD C. BELL,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"April 1, 1887",London England,
DX1901508827,OUR LITTLE FOLKS' OWN PUZZLES,AMY C. TURNER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"May 1, 1887",London England,
DX1901508862,OUR LITTLE FOLKS' OWN PUZZLES,NEVILLE ASPRAY,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1887",London England,
DX1901508919,OUR LITTLE FOLKS' OWN PUZZLES,MABEL CARR,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901508953,OUR LITTLE FOLKS' OWN PUZZLES,GERTRUDE E. M. HOLMAN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"August 1, 1887",London England,
DX1901508996,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509032,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509071,OUR LITTLE FOLKS' OWN PUZZLES,MARIAN H. FAIRWEATHER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"November 1, 1887",London England,
DX1901509115,OUR LITTLE FOLKS' OWN PUZZLES,MABEL CHASTEL DE BOINVILLE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509184,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"January 1, 1894",London England,
DX1901509228,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"February 1, 1894",London England,
DX1901509271,OUR LITTLE FOLKS' OWN PUZZLES,ETHEL M. WALKER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"March 1, 1894",London England,
DX1901509316,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"April 1, 1894",London England,
DX1901509363,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"May 1, 1894",London England,
DX1901509401,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1894",London England,
DX1901509445,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509487,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509531,OUR LITTLE FOLKS' OWN PUZZLES,LORNA PILDITCH,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509572,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509612,OUR LITTLE FOLKS' OWN PUZZLES,SHIRLEY R. KNAPTON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509651,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509698,OUR LITTLE FOLKS' OWN PUZZLES,ETHEL HARRISON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509737,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509782,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509820,OUR LITTLE FOLKS' OWN PUZZLES,SYBIL HARRISON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
