Unique_Reference_Number,Newspaper,Newspaper_Date,Event_Date,Country,State/Province,City,Organization_Hosting,Event_Location,Persons,Price_Event,Revenue,Attendance,Contains_BOF,Aditional_Comments,,,,,,,,,,,,
R_227,The City Island Drift,"May 4, 1895","May 07, 1895",U.S.,NY,City Island,The Ladies of Grace Church,Leviness Hall,n/a,35 cents,n/a,n/a,n,,,,,,,,,,,,,
R_228,The Cobleskill Index,"March 18, 1915","April 3, 1915",U.S.,NY,Sloansville,The Gentlemen of the Baptist church,Church hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_229,The Cobleskill Index,"March 22, 1906",n/a,U.S.,NY,Rural Grove,n/a,n/a,n/a,n/a,n/a,"""well attended""",n,,,,,,,,,,,,,
R_230,The Coeymans Herald,"November 21, 1894","November 16, 1894",U.S.,NY,Dormansville,n/a,n/a,n/a,n/a,~25$ USD,"""well attended""",n,,,,,,,,,,,,,
R_231,The Columbia Republican,"August 20, 1903","~August 20, 1903",U.S.,NY,North Chatham,The Epworth League,n/a,n/a,n/a,~10$ USD,n/a,n,,,,,,,,,,,,,
R_232,The Columbia Republican,"February 01, 1894","~January 23, 1894",U.S.,NY,Stuyvesant Falls,n/a,Residence of Mrs. S. G. Miller,Mrs. and Mr. S. G. Miller,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_233,The Columbia Republican,"February 07, 1895","January 31, 1895",U.S.,NY,West Taghkanic,n/a,Parsonage,n/a,n/a,~14$ USD,n/a,n,,,,,,,,,,,,,
R_234,The Columbia Republican,"February 13, 1896","February 20, 1896",U.S.,NY,Taghkanic(?),The Ladies Missionary Society of the Reformed Church,Parsonage,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_235,The Columbia Republican,"February 27, 1896","February 20, 1896",U.S.,NY,Taghkanic,The Ladies Missionary Society of the Reformed Church,Parsonage,n/a,n/a,n/a,n/a,n,References same event as R_234,,,,,,,,,,,,
R_236,The Columbia Republican,"March 08, 1906","March 13, 1906",U.S.,NY,Greendale,n/a,Residence of Frank R. Hathaway,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_237,The Columbia Republican,"May 31, 1921","June 2, 1921",U.S.,NY,Germantown,n/a,Cneviot M.E. church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_238,The Columbia Republican,"October 06, 1904","October 14, 1904",U.S.,NY,North Germantown,The Epworth League,n/a,n/a,n/a,n/a,n/a,n,"Interesting gender reference: ""supper...conducted entirely by young men. Ladies will please not 'butt in.'"" ",,,,,,,,,,,,
R_239,The Columbia Republican,"October 13, 1904","October 14, 1904",U.S.,NY,North Germantown,n/a,The league rooms,n/a,n/a,n/a,n/a,n,"Interesting gender reference: ""Everything is to be done by the gentlemen...""",,,,,,,,,,,,
R_240,The Columbia Republican,"October 20, 1904","October 14, 1904",U.S.,NY,North Germantown,n/a,The league rooms,n/a,n/a,n/a,n/a,n,References the same event as R_239,,,,,,,,,,,,
R_241,The Columbia Republican,"September 27, 1900","October 03, 1900",U.S.,NY,Martindale,n/a,"West Hillsdale M.E. church, near Craryville",n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_242,The County Review Riverhead,"February 02, 1917","~February 02, 1917",U.S.,NY,East Quogue,n/a,Residence of George W. Howell,George W. Howell,n/a,n/a,n/a,n,postponed due to illness,,,,,,,,,,,,
R_243,The County Review Riverhead,"February 16, 1917","February 08, 1917",U.S.,NY,East Quogue,The Ladies Aid,East Quogue House,n/a,n/a,n/a,n/a,n,Seems to be same event that was postponed in R_242,,,,,,,,,,,,
R_244,The County Review Riverhead,"January 19, 1917","January 25, 1917",U.S.,NY,East Quogue,The Ladies Aid,East Quogue House,n/a,n/a,n/a,n/a,n,Appears to be same event as R_242 and R_243,,,,,,,,,,,,
R_245,The County Review Riverhead,"March 22, 1912","March 26, 1912",U.S.,NY,South Jamesport,The V.I. Society,Great Meadow club,n/a,n/a,n/a,n/a,y,"Interesting that the eBOF is 'localized': ""The Pride of Jamesport"" is the first item on the menu",,,,,,,,,,,,
R_246,The County Review Riverhead,"March 29, 1907","April 03, 1907",U.S.,NY,Baiting Hollow/Roanoke,n/a,Church parlor,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_247,The County Review Riverhead,"May 04, 1923","May 11, 1923",U.S.,NY,Moriches,The Ladies' Aid Society,Residence of Mrs. Giles Penney,Mrs. Giles Penney,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_248,The County Review Riverhead,"May 18, 1923","May 11, 1923",U.S.,NY,Moriches,The Ladies' Aid Society,Residence of Mrs. Giles Penney,Mrs. Giles Penney; Rev. George Smith; Mr. Titmus,5 cents per dish,35.75$ USD,~70,y,,,,,,,,,,,,,
R_249,The County Review Riverhead,"October 20, 1911","October 21, 1911",U.S.,NY,East Marion,The Church Social Society,Church chapel,Mrs. Lottie Brown,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_250,The County Review Riverhead,"October 27, 1911","October 21, 1911",U.S.,NY,East Marion,The Church Social Society,Church chapel,Mrs. Lottie Brown,n/a,n/a,n/a,n,References the same event as R_249,,,,,,,,,,,,
R_251,The Daily Leader Gloversville,"November 16, 1895","November 15, 1895",U.S.,NY,Gloversville,n/a,Congregational church,n/a,n/a,~40$ USD,n/a,n,,,,,,,,,,,,,
R_252,The Daily Leader Gloversville,"November 17, 1892","November 18, 1892",U.S.,NY,Gloversville,Y.P.S.C.E. of the Presbyterian church,n/a,n/a,1-5 cents per dish,n/a,n/a,y,,,,,,,,,,,,,
R_253,The Daily News Batavia,"February 14, 1914","February 18, 1914",U.S.,NY,Batavia,n/a,St. James Parish House,n/a,15 cents admission,n/a,n/a,n,Interesting that the reference is an advertisement that was taken out for the event,,,,,,,,,,,,
R_254,The Daily News Batavia,"February 16, 1914","February 18, 1914",U.S.,NY,Batavia,n/a,St. James Parish House,n/a,15 cents admission,n/a,n/a,n,Exactly the same ad as R_253,,,,,,,,,,,,
R_255,The Daily News Batavia,"February 18, 1893","February 23, 1893",U.S.,NY,Batavia,Y's,Odd Fellows' Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_256,The Daily News Batavia,"February 19, 1914","February 18, 1914",U.S.,NY,Batavia,St. Jame's Guild,St. James Parish House,Miss Mamie Bean,15 cents admission,25$ USD,~150,y,References the same event as R_253 and R_254,,,,,,,,,,,,
R_257,The Daily News Batavia,"February 24, 1893","February 23, 1893",U.S.,NY,Batavia,Y's,Odd Fellows' Hall,Miss Grace Tryon; Glenn Clark; Glenn Holmes,n/a,n/a,n/a,n,References the same event as R_255,,,,,,,,,,,,
R_258,The Daily News Batavia,"June 12, 1908","June 11, 1908",U.S.,NY,Batavia,Y.P.S.C.E. of the First Baptist Church,Church parlor,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_259,The Daily News Batavia,"March 21, 1908","March 27, 1908",U.S.,NY,North Alexander,The Baptist Aid Society,Residence of Merrill F. Lincoln,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_260,The Daily News Batavia,"March 24, 1896","March 24, 1896",U.S.,NY,East Pembroke,n/a,Residence of L. F. Lyman,L. F. Lyman,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_261,The Daily News Batavia,"November 11, 1892","November 9, 1892",U.S.,NY,East Pembroke,The Ladies' Aid Society of the Baptist Church,Parsonage,Miss Bertha Sailes; Miss Richardsonl Ina Rich; Carrie Riley,n/a,23.25$ USD,"""well attended""",y,,,,,,,,,,,,,
R_262,The Daily News Batavia,"November 22, 1892",n/a,U.S.,NY,East Pembroke,n/a,n/a,n/a,n/a,61.05$ USD,n/a,n,Seems to be a difference event reference from R_261 despite the proximity,,,,,,,,,,,,
R_263,The Daily News Batavia,"October 15, 1982","November 9, 1982",U.S.,NY,East Pembroke,The Ladies' Aid Society,n/a,n/a,n/a,n/a,n/a,n,References the same event as R_261,,,,,,,,,,,,
R_264,The Daily Palladium Oswego,"December 13, 1892","December 15, 1892",U.S.,NY,Southwest Oswego,The Young People of the M.E. Church,Grange Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_265,The Dansville Express,"April 30, 1891","April 30, 1891",U.S.,NY,Dansville,The Ladies of the Presbyterian church,Residence of Mrs. F. G. Hall,Mrs. F. G. Hall,n/a,n/a,n/a,n,"(1) Interestingly this early CS says ""for the usual price"" and (2) also references a simultaeneous 'cobweb social' like other CS references",,,,,,,,,,,,
R_266,The East Hampton Star,"November 18, 1898",n/a,U.S.,NY,n/a,n/a,n/a,n/a,n/a,n/a,n/a,y,The repeated quote about the invention of a clever woman and the description of the supper from the Chicago times,,,,,,,,,,,,
R_267,The Elizabethtown Post,"January 14, 1909","January 14, 1909",U.S.,NY,Elizabethtown,n/a,M.E. Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_268,The Elizabethtown Post,"November 23, 1893","November 21, 1893",U.S.,NY,Elizabethtown,n/a,M.E. Church,n/a,n/a,n/a,n/a,y,Long menu,,,,,,,,,,,,
R_269,The Elmira Gazette,"February 22, 1893","February 24, 1893",U.S.,NY,Elmira,Y.P.B.C. of the First Baptist church,Church parlor,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_270,The Elmira Gazette,"October 26, 1892","October 27, 1892",U.S.,NY,Elmira,n/a,First M.E. Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_271,The Endicott Times,"April 22, 1931","April 23, 1931",U.S.,NY,West Endicott,The Queen Esther's ,St. Paul's Methodist Episcopal Church,Rev. N.B. Graves,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_272,The Evening Gazette Port Jarvis,"April 25, 1923","May 18, 1923",U.S.,NY,Montague,The Willing Workers,Basement of the Reformed Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_273,The Evening Gazette Port Jarvis,"May 23, 1923","May 18, 1923",U.S.,NY,Montague,The Willing Workers,Basement of the Reformed Church,n/a,n/a,n/a,n/a,y,References the same event as R_272,,,,,,,,,,,,
R_274,The Evening Journal Jamestown,"November 24, 1900","December 1, 1900",U.S.,NY,Gerry,Christian Endeavor society,M.P. Parsonage,n/a,n/a,n/a,n/a,n,"""supper served on the European plan""",,,,,,,,,,,,
R_275,The Freeman's Journal Cooperstown,"March 18, 1914","March 13, 1914",U.S.,NY,Hartwick Seminary,Alumni Banquet Committee,Gymnasium,n/a,n/a,~25$ USD,n/a,n,,,,,,,,,,,,,
R_276,The Freeman's Journal Cooperstown,"March 27, 1912","March 22, 1912",U.S.,NY,Portlandville,The Ladies of the Christian Church,Church parlor,Carl Seeber; Slcia Strange; Dorothy Whitney; Blanch Tucker;,n/a,8$ USD,n/a,n,,,,,,,,,,,,,
R_277,The Freeman's Journal Cooperstown,"November 18, 1914","November 20, 1914",U.S.,NY,Westford,n/a,Baptist Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_278,The Fulton Patriot ,"October 13, 1920","October 29, 1920",U.S.,NY,Whitaker Road,The Balcom circle,Residence of Mr. and Mrs. John Salsbury,Mr. and Mrs. John Salsbury,10 cents per dish,n/a,n/a,n,,,,,,,,,,,,,
R_279,The Gilboa Monitor,"October 07, 1897","October 09, 1897",U.S.,NY,Gilboa,The Epworth League,M.E. Church of Grand Gorge,n/a,n/a,n/a,n/a,y,"Also called ""C.C."" and all the riddle dishes begin with the letter ""C""",,,,,,,,,,,,
R_280,The Gloversville Daily Leader,"September 17, 1900","September 18, 1900",U.S.,NY,Gloversville,n/a,"Y.W.C.A rooms, No. 82 North Main Street",n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_281,The Granville Sentinel,"December 02, 1898","November 25, 1898",U.S.,NY,Granville,The Junior Y.P.C.E. society of the Methodist church,Church parlor,n/a,10 cents,n/a,"""largely attended""",n,,,,,,,,,,,,,
R_282,The Granville Sentinel,"January 13, 1893","January 12, 1893",U.S.,NY,Granville,The Y.P.C.E. Society of the Baptist church,Residence of Hiram Haskins,Hiram Haskins,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_283,The Granville Sentinel,"March 17, 1899","March 16, 1899",U.S.,NY,Easton,The Women of the Methodist Episcopal church,Residence of Mr. and Mrs. Howard D. Cornell,Mr. and Mrs. Howard D. Cornell; Rev. J.C. Mitchell,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_284,The Granville Sentinel,"March 30, 1894","March 31, 1894",U.S.,NY,Pawlet (Vermont),The Epworth League,Town Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_285,The Journal and Republican and Lowville Times,"January 11, 1912","January 12, 1912",U.S.,NY,Greig,(For the Trinity Chapel),Grange Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_286,The Journal and Republican and Lowville Times,"November 30, 1911","December 1, 1911",U.S.,NY,Beaver Falls,The Junior League of the Methodist church,Church,n/a,n/a,n/a,n/a,n,"""On the European plan""",,,,,,,,,,,,
R_287,The Journal and Republican and Lowville Times,"January 09, 1902","January 17, 1902",U.S.,NY,New Bremen,The Ladies of the M.E. society,Residence of N.B. Lombar,N.B. Lombar,25 cents,n/a,n/a,n,"Also called ""bean social""",,,,,,,,,,,,
R_288,The Katonah Times,"February 06, 1903","February 11, 1903",U.S.,NY,Katonah,The Social department of the Epworth League,Church hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_289,The Katonah Times,"February 13, 1903","February 11, 1903",U.S.,NY,Katonah,The Social department of the Epworth League,Church hall,n/a,n/a,n/a,"""not largely attended""",n,References the same event as R_288,,,,,,,,,,,,
R_290,The Katonah Times,"February 20, 1903","February 11, 1903",U.S.,NY,Katonah,The Social department of the Epworth League,Church hall,n/a,n/a,n/a,"""not largely attended""",n,References the same event as R_288 and R_289,,,,,,,,,,,,
R_291,The Long Island Farmer,"March 04, 1902","February 27, 1902",U.S.,NY,Woodhaven/Ozone Park,The King's Daughters of the Congregational church,n/a,n/a,n/a,35$ USD,n/a,n,,,,,,,,,,,,,
R_292,The Long Island Farmer,"May 22, 1908","May 19, 1908",U.S.,NY,Morris Park,The Queen Esther Circle of the Methodist church,n/a,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_293,The Long-Islander Huntington,"July 30, 1892","August 1, 1892",U.S.,NY,Northport,The M.E. Sunday School,Union Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_294,The Long-Islander Huntington,"June 24, 1893","June 29, 1893",U.S.,NY,Huntington,The Ladies of Huntington harbor,Lawn of Mrs. Ira B. Young,Mrs. Ira B. Young,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_295,The Malone Farmer,"December 03, 1930","~December 01, 1930",U.S.,NY,Fort Covington,The Members of the Women's Home Missionary Society of the Methodist Church,"Residence of Mr. and Mrs. Charles Smith, Convington street",Mr. and Mrs. Charles Smith; Mr. and Mrs. M. P. Merrick; Mrs. Grace Lockwood,n/a,n/a,n/a,n,"It doesn't appear that the menu itself was a CS menu, but it mentions that dinner was only served after the card conundrums placed on the tables were solved, appears to be another variation on the tradition",,,,,,,,,,,,
R_296,The Malone Farmer,"December 05, 1934","December 07, 1934",U.S.,NY,West Brandon/East Dickinson,The 4-H club,Residence of Mrs. Lannis Tuttle,Mrs. Lannis Tuttle,15 cents,n/a,n/a,n,,,,,,,,,,,,,
R_297,The Malone Farmer,"March 08, 1933","March 02, 1933",U.S.,NY,St. Regis Falls,The Epworth League,Church parlor,n/a,n/a,13.80$ USD,n/a,n,,,,,,,,,,,,,
R_298,The Malone Farmer,"March 24, 1909","March 24, 1909",U.S.,NY,Moira,The Epworth League,M.E. church vestry,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_299,The Malone Palladium,"April 14, 1898","April 15, 1898",U.S.,NY,Brushton,Y.P.S.C.E.,Basement of the M.E. church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_300,The Malone Palladium,"December 07, 1893","December 08, 1893",U.S.,NY,Malone,(For the Good Templars),Residence of William McKenzie,William McKenzie,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_301,The Malone Palladium,"November 03, 1892","November 02, 1892",U.S.,NY,Chateaugay,The Young People's Society of Christian Endeavor of the M.E. Church,Parsonage,n/a,n/a,n/a,"""large""",y,,,,,,,,,,,,,
R_302,The Marion Enterprise,"December 11, 1897","December 14, 1897",U.S.,NY,Marion,n/a,M.E. church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_303,The Massena Observer St. Lawrence County,"November 12, 1903","November 12, 1903",U.S.,NY,Massena,The Ladies of the Maccabees,Maccabee's Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_304,The Mechanicville Mercury,"November 04, 1892","November 03, 1892",U.S.,NY,Mechanicville,The ladies of the Baptist church,Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_305,The Mechanicville Mercury,"September 29, 1893","October 3, 1893",U.S.,NY,Mechanicville,The Ladies' Aid Society,Methodist Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_306,The Medina Tribune,"December 01, 1892","December 02, 1892",U.S.,NY,Medina,n/a,Methodist Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_307,The Medina Tribune,"November 08, 1894","November 02, 1894",U.S.,NY,Medina,The Young Ladies of the Choir,Presbyterian Church,n/a,n/a,n/a,n/a,y,,,,,,,,,,,,,
R_308,The Medina Tribune,"November 15, 1894","November 02, 1894",U.S.,NY,Medina,The Young Ladies of the Choir,Presbyterian Church,n/a,n/a,n/a,n/a,y,Provides the answers to the eBOF provided in R_307,,,,,,,,,,,,
R_309,The New Rochelle Pioneer,"May 20, 1893","May 24, 1893",U.S.,NY,New Rochelle,The Ladies of the St. John's Methodist Episcopal Church,Church parlor,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_310,The New Rochelle Pioneer,"May 27, 1893","May 24, 1893",U.S.,NY,New Rochelle,The Ladies of the St. John's Methodist Episcopal Church,Church parlor,n/a,n/a,n/a,"""good attendance""",n,References the same event as R_309,,,,,,,,,,,,
R_311,The Newark Courier,"February 16, 1911","February 21, 1911",U.S.,NY,Newark,n/a,"Residence of George Shirley, 51 West Miller street",George Shirley,10 cents,n/a,n/a,n,"""A prize will be given for the best conundrum""",,,,,,,,,,,,
R_312,The Newark Courier,"November 21, 1895","November 26, 1895",U.S.,NY,Newark,W.S.L. of the Universalist Church,Church parlor,n/a,n/a,n/a,n/a,n,"""European plan""",,,,,,,,,,,,
R_313,The Northern Observer Massena,"April 12, 1893","April 17, 1893",U.S.,NY,Louisville,n/a,M.E. Church basement,n/a,25 cents,n/a,n/a,n,,,,,,,,,,,,,
R_314,The Northern Observer Massena,"January 18, 1893","January 20, 1893",U.S.,NY,Helena,n/a,Residence of Dave Nevin,Dave Nevin,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_315,The Northern Tribune Gouverneur,"March 03, 1897","March 01, 1897",U.S.,NY,Gouverneur,The ladies of the Presbyterian Society,n/a,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_316,The Northern Tribune Gouverneur,"November 09, 1898","November 09, 1898",U.S.,NY,Gouverneur,The Ladies of the Maccabees,n/a,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_317,The Ogdensburg Advance and St. Lawrence Weekly Democrat,"August 06, 1896","August 06, 1896",U.S.,NY,Richville,The Good Templars,Merithew Hall,Rev. H.P. Forbes,n/a,n/a,n/a,n,Newspaper is highly corrupt,,,,,,,,,,,,
R_318,The Ogdensburg Advance and St. Lawrence Weekly Democrat,"August 13, 1896","August 06, 1896",U.S.,NY,Richville,The Good Templars,Merithew Hall,Rev. H.P. Forbes; Rev. C. E. Witts; Horace White,n/a,n/a,n/a,n,References the same event as R_317,,,,,,,,,,,,
R_319,The Ogdensburg Advance and St. Lawrence Weekly Democrat,"December 21, 1911","December 15, 1911",U.S.,NY,Potsdam,Professor L.K. Russel,"Residence of Prof. L.K. Russel of the Tech, lawrence ave",Professor L.K. Russel,n/a,n/a,n/a,y,"Not a classical CS but a chemistry one, using conundrums from chemistry to describe menus. References the same event as R_125, R_195",,,,,,,,,,,,
R_320,The Ogdensburg Advance and St. Lawrence Weekly Democrat,"February 9, 1900","February 9, 1900",U.S.,NY,Helena,The Aid Society,School House hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_321,The Ogdensburg Advance and St. Lawrence Weekly Democrat,"March 07, 1901","March 08, 1901",U.S.,NY,Depeyster,The Epworth League,n/a,n/a,n/a,n/a,n/a,n,Features prizes as well,,,,,,,,,,,,
R_322,The Ogdensburg Advance and St. Lawrence Weekly Democrat,"November 04, 1897","October 29, 1897",U.S.,NY,Morristown,The Ladies' Altar Guild of Christ's Episcopal church,Chapman's Hall,n/a,n/a,n/a,"""well attended""",n,,,,,,,,,,,,,
R_323,The Ogdensburg Journal,"February 25, 1902","February 26, 1902",U.S.,NY,Ogdensburg,The Junior Endeavor Society of the Baptist Church,Church parlors,n/a,25 cents,n/a,n/a,n,,,,,,,,,,,,,
R_324,The Ogdensburg Journal,"February 26, 1902","February 26, 1902",U.S.,NY,Ogdensburg,The Junior Endeavor Society of the Baptist Church,Church parlors,n/a,25 cents,n/a,n/a,n,References the same event as R_323,,,,,,,,,,,,
R_325,The Ogdensburg Journal,"January 24, 1899","January 31, 1899",U.S.,NY,Depeyster,The Young Ladies' Mission Circle,Residence of George Rounds,George Rounds,n/a,n/a,n/a,n,"References the same event as R_196 (2) Contains ""mite boxes"" that will be opened",,,,,,,,,,,,
R_326,The Ogdensburg Journal,"March 05, 1901","March 08, 1901",U.S.,NY,Depeyster,The Epworth League,Residence of J. Wesley Walker,J. Wesley Walker,n/a,n/a,n/a,n,References the same event as R_197,,,,,,,,,,,,
R_327,The Ogdensburg Journal,"November 08, 1899","November 08, 1899",U.S.,NY,Ogdensburg,n/a,Baptist Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_328,The Ogdensburg Journal,"October10,1911","October14,1911",U.S.,NY,Morley,n/a,Grange Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_329,The Ogdensburg Journal,"October 11, 1910","October 21, 1910",U.S.,NY,Madrid,Madrid Grange No. 962,n/a,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_330,The Ogdensburg Journal,"October 25, 1910","October 21, 1910",U.S.,NY,Madrid,Madrid Grange No. 962,n/a,Worthy Master Fulington; Mrs. B. Hesselgrave; Mrs. H. E. Partch,n/a,n/a,~30,n,References the same event as R_329,,,,,,,,,,,,
R_331,The Ogdensburg Journal,"September 21, 1909","October 6, 1909",U.S.,NY,Dekalb Junction,The Ladies' Missionary society of the Presbyterian church,Church parlors,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_332,The Plattsburgh Sentinel,"April 08, 1892","~April 08, 1892",U.S.,NY,Sarnac,n/a,n/a,n/a,n/a,~16$ USD,n/a,n,,,,,,,,,,,,,
R_333,The Plattsburgh Sentinel,"April 15, 1910",n/a,U.S.,NY,Plattsburgh,n/a,n/a,n/a,n/a,n/a,n/a,y,"(1) Not an actual event but details the CS practice with a menu and answers; (2) This section is also quoted in a CAnada newspaper that talks about another version of the church supper in which each dish is labled by states: ""different parts of Uncle Sam's domain""",,,,,,,,,,,,
R_334,The Plattsburgh Sentinel,"February 05, 1892","February 05, 1892",U.S.,NY,Plattsburgh,The Ladies of the M.E. Church,Church parlors,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_335,The Plattsburgh Sentinel,"February 19, 1892","February 26, 1892",U.S.,NY,Plattsburgh,The Ladies' Aid Society of the First Congregational church of Peru,Residence of Mr. F. C. Cate,Mr. F. C. Cate,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_336,The Plattsburgh Sentinel,"January 15, 1892","January 22, 1892",U.S.,NY,Mooers,The Ladies' Aid Society of the M.E. church,Church parlors,n/a,20 cents,n/a,n/a,n,,,,,,,,,,,,,
R_337,The Plattsburgh Sentinel,"March 11, 1892","March 17, 1892",U.S.,NY,Mooers,The M.E. Church Society of Mooers Forks,Town Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_338,The Plattsburgh Sentinel,"May 03, 1907","April 26, 1907",U.S.,NY,West Chazy,The Young Men of the Epworth League,Residence of R. H. Carroll,R. H. Carroll,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_339,The Plattsburgh Sentinel,"November 09, 1900","November 09, 1900",U.S.,NY,Isle La Motte,The Ladies' Home Missionary Society,Vestry,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_340,The Pokeepsie Evening Enterprise,"April 28, 1903","April 29, 1903",U.S.,NY,Pokeepsie,Y.P.S.C.E. of the Ebenezer Baptist church,226 Union Street,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_341,The Port Jervis Union,"May 13, 1892","May 17, 1892",U.S.,NY,Matamoras,The United Chrisitan Workers/ The young ladies of the Evangelical church,Residence of Mr. and Mrs. Nate Smith,Mr. and Mrs. Nate Smith,15 cents,n/a,n/a,n,,,,,,,,,,,,,
R_342,The Port Jervis Union,"May 15, 1892","May 17, 1892",U.S.,NY,Matamoras,The United Chrisitan Workers/ The young ladies of the Evangelical church,Residence of Mr. and Mrs. Nate Smith,Mr. and Mrs. Nate Smith,15 cents,n/a,n/a,n,References the same event as R_341,,,,,,,,,,,,
R_343,The Port Jervis Union,"May 18, 1892","May 17, 1892",U.S.,NY,Matamoras,The United Chrisitan Workers of the Hope Evangelical church/ The young ladies of the Evangelical church,Residence of Mr. and Mrs. Nate Smith,Mr. and Mrs. Nate Smith,15 cents,19$ USD,n/a,n,References the same event as R_341 and R_342,,,,,,,,,,,,
R_344,The Port Jervis Union,"May 22, 1923","May 18, 1923",U.S.,NY,Port Jervis,The Willing Workers of the Church,Reformed Church basement,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_345,The Post Ellicottville,"October 14, 1908","October 31, 1908",U.S.,NY,Five Points,The Grange,Residence of Joe Schuppenhauer,Joe Schuppenhauers,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_346,The Post Ellicottville,"September 22, 1897","September 23, 1897",U.S.,NY,Delevan,Grace Hive I.O.T.M.,Tempest hall,n/a,free,n/a,n/a,n,,,,,,,,,,,,,
R_347,The Potsdam Herald-recorder,"March 19, 1909","March 30, 1909",U.S.,NY,North Stockholm,n/a,Residence of Hermon A. Lewis,Hermon A. Lewis,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_348,The Rushville Chronicle,"February 22, 1907","February 22, 1907",U.S.,NY,Benton Center,The Ladies' Aid Society of the Baptist church,Church parlors,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_349,The Suffolk County News Sayville,"October 18, 1895","October 11, 1895",U.S.,NY,Patchogue,The Ladies of the Congregational Aid society,Church,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_350,The Sun New York,"April 24, 1893",n/a,U.S.,NY,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n,Joke about CS from the Buffalo Courier,,,,,,,,,,,,
R_351,The Watertown Herald,"February 25, 1905","February 24, 1905",U.S.,NY,Copenhagen,The Epworth League Society of the M.E. church,Church parlors,n/a,n/a,n/a,n/a,n,A Washington birthday social - more Americanesque,,,,,,,,,,,,
R_352,The Watertown Herald,"October 31, 1891","November 05, 1891",U.S.,NY,LaFargeville,The Ladies,Lingenfelters Hall,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
R_353,The Whitesville News,"December 12, 1895","December 13, 1895",U.S.,NY,Harrison Valley,The Ladies of the Methodist church,Parsonage,n/a,n/a,n/a,n/a,n,,,,,,,,,,,,,
