docId,document title,publication year,sentiment score,relative mean score
DX1901499592,"ENIGMAS, CHARADES, ETC","1868",0.6364,0.3492
CC1903268830,RECREATION COLUMN,"1871",0.6364,0.3492
CC1903079866,Our Puzzle Box,"1896",0.6364,0.3492
CC1903079817,Our Puzzle Box,"1896",0.6364,0.3492
DX1901678656,Enigmas,"1866",0.6364,0.3492
CC1903069214,Missionary Enigma,"1870",0.6364,0.3492
DX1901061250,RIDDLE TOURNAMENT,"1889",0.6354,0.3473
DX1901060852,RIDDLE TOURNAMENT,"1889",0.6351,0.3467
QJXMFG669466258,The Riddler,"1887",0.6346,0.3459
CC1903267578,PARLOUR PASTIMES,"1867",0.6341,0.345
AFHNCU999127324,Award of Prizes,"1885",0.6316,0.3401
DX1901678046,Our Puzzle Department,"1868",0.6316,0.3401
ZPEYCF643080419,The Puzzler,"1870",0.6296,0.3364
UBXDDC198054915,The Riddler,"1886",0.6296,0.3364
DX1901071523,RIDDLE TOURNAMENT,"1887",0.6293,0.3358
DX1901055241,RIDDLE TOURNAMENT,"1881",0.629,0.3352
DX1901068431,RIDDLE TOURNAMENT,"1888",0.6284,0.3341
DX1901590075,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.6283,0.3339
CC1903240373,OUR PUZZLES,"1899",0.6279,0.3331
DX1901071933,RIDDLE TOURNAMENT,"1887",0.6273,0.3319
DX1901071630,RIDDLE TOURNAMENT,"1887",0.626,0.3294
DX1902136476,CHARADE,"1846",0.625,0.3275
DX1901052846,PUZZLEDOM. BY THE LATE TOM HOOD,"1874",0.625,0.3275
DX1901499579,"ENIGMAS, CHARADES, ETC.","1868",0.625,0.3275
DX1901498974,NUTS TO CRACK,"1879",0.625,0.3275
DX1901070322,RIDDLE TOURNAMENT,"1886",0.6238,0.3252
DX1901589824,Our friend F. W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.6224,0.3227
DX1901059937,RIDDLE TOURNAMENT,"1884",0.6218,0.3214
DX1901720350,PUZZLES,"1870",0.6216,0.3211
CWDWVY572276487,Puzzles Riddles,"1878",0.6216,0.3211
DX1901890791,THE RIDDLE-BOX,"1879",0.6216,0.3211
DX1901589849,Our friend JENNIE LEE to-day takes the lead in the RIDDLE TOURNAMENT CHARADE,"1877",0.6214,0.3206
DX1901064370,RIDDLE TOURNAMENT,"1885",0.6207,0.3193
DX1901589758,Our friend ANNIE STANTON to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.6207,0.3193
DX1902004233,"CHESS, PASTIMES","1888",0.6203,0.3185
DX1901234283,VARIETIES,"1880",0.619,0.3162
DX1901109493,Crackers for the Ingenious,"1878",0.619,0.3162
DX1901059808,RIDDLE TOURNAMENT,"1884",0.6176,0.3135
DX1901731871,PUZZLE PAGES,"1869",0.617,0.3123
DX1901061668,THE RIDDLE TOURNAMENT,"1889",0.6169,0.3122
DX1901065772,RIDDLE TOURNAMENT,"1885",0.6162,0.3108
DX1901066858,RIDDLE TOURNAMENT,"1888",0.6157,0.3098
DX1901149338,PUZZLES*,"1891",0.6154,0.3092
DX1901531614,NUTS TO CRACK,"1887",0.6154,0.3092
DX1901499478,"ENIGMAS, CHARADES, ETC.","1868",0.6154,0.3092
DX1901069766,RIDDLE TOURNAMENT,"1886",0.615,0.3085
DX1901590588,RIDDLE TOURNAMENT,"1878",0.6148,0.308
SGOYGF546651117,The Riddler,"1886",0.614,0.3066
DX1901781637,THE RIDDLE BOX,"1874",0.6129,0.3045
DX1901060231,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.6119,0.3026
DX1901060680,RIDDLE TOURNAMENT,"1889",0.6119,0.3026
DX1901122433,Crackers for the Ingenious,"1867",0.6111,0.3011
DX1901072309,RIDDLE TOURNAMENT,"1887",0.6107,0.3002
DTYLBM801016047,The Puzzler,"1870",0.6094,0.2977
DX1901499071,NUTS TO CRACK,"1879",0.6087,0.2965
DX1901734282,"CHARADES, REBUSES, &c.","1864",0.6078,0.2948
DX1901069006,RIDDLE TOURNAMENT,"1886",0.6078,0.2947
DX1901070722,RIDDLE TOURNAMENT,"1887",0.6073,0.2938
QDAAQB994234177,The Riddler,"1886",0.6061,0.2914
IVJILH290814301,The Puzzler,"1871",0.6047,0.2887
DX1901067752,RIDDLE TOURNAMENT,"1888",0.6042,0.2878
DX1901060811,RIDDLE TOURNAMENT,"1889",0.6038,0.2871
DX1901056441,RIDDLE TOURNAMENT,"1882",0.6031,0.2857
DX1901065125,RIDDLE TOURNAMENT,"1885",0.6029,0.2853
DX1901269870,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.6024,0.2845
DX1901056888,RIDDLE TOURNAMENT,"1882",0.6014,0.2826
DX1901499659,"ENIGMAS, CHARADES, ETC.","1868",0.6,0.2799
DX1901531054,NUTS TO CRACK,"1886",0.6,0.2799
HSYFZZ015062000,Puzzles Riddles,"1877",0.6,0.2799
DX1901793323,"ENIGMAS, CHARADES, &c.","1866",0.6,0.2799
DX1901781858,THE RIDDLE-BOX,"1874",0.6,0.2799
DX1901723719,BIBLE ENIGMAS AND ACROSTICS,"1895",0.6,0.2799
DX1901527584,PUZZLEDOM,"1880",0.6,0.2799
DX1901244353,ANSWER,"1807",0.6,0.2799
VSCOUS787270265,The Riddler,"1886",0.6,0.2799
DX1901105115,Crackers for the Ingenious,"1876",0.6,0.2799
DX1901240398,CHARADE,"1821",0.6,0.2799
CC1903069256,Missionary Enigma,"1871",0.6,0.2799
DX1901179256,"BIBLICAL, HISTORICAL, AND GEOGRAPHICAL PUZZLES","1881",0.6,0.2799
RJCQCI832221842,Puzzle Department,"1859",0.6,0.2799
DX1901526163,Double Acrostics,"1866",0.6,0.2799
DX1901526596,"Riddles, Charades &c.","1867",0.6,0.2799
DX1901061297,RIDDLE TOURNAMENT,"1889",0.5991,0.2782
DX1901071979,RIDDLE TOURNAMENT,"1887",0.5983,0.2767
DX1901124707,Crackers for the Ingenious,"1868",0.597,0.2742
DX1901052952,PUZZLEDOM. BY MRS. BRODERIP,"1875",0.5965,0.2732
DX1901062562,THE RIDDLE TOURNAMENT,"1889",0.5958,0.2719
DX1901059166,RIDDLE TOURNAMENT,"1884",0.5957,0.2718
DX1901053178,PUZZLEDOM,"1875",0.5952,0.2708
DX1901499130,NUTS TO CRACK,"1879",0.5952,0.2708
DX1901066123,RIDDLE TOURNAMENT,"1885",0.5946,0.2696
DX1901723950,DOUBLE BIBLE ACROSTIC (TEXT) AND CHARADE,"1896",0.5926,0.2658
DX1901071438,RIDDLE TOURNAMENT,"1887",0.5919,0.2645
YCTOHB380630890,The Puzzler,"1870",0.5909,0.2625
DX1901062916,THE RIDDLE TOURNAMENT,"1889",0.5909,0.2625
SKHQXY589794696,Puzzles Riddles,"1878",0.5909,0.2625
DX1901890829,THE RIDDLE BOX,"1873",0.5909,0.2625
DX1901061542,THE RIDDLE TOURNAMENT,"1889",0.5909,0.2625
MKHSRN519432204,Enigmatical and Amusing Exercises for Leisure Moments,"1863",0.5909,0.2625
DX1901052931,PUZZLEDOM.,"1875",0.5909,0.2625
DX1901066718,RIDDLE TOURNAMENT,"1888",0.5904,0.2616
DX1901067100,RIDDLE TOURNAMENT,"1888",0.5896,0.26
ZYHBYJ934127061,The Riddler,"1887",0.5893,0.2594
DX1901067802,RIDDLE TOURNAMENT,"1888",0.5885,0.2579
BRJSHH351891139,Our Prize Charade No. 7,"1888",0.5882,0.2574
DX1901869281,"ENIGMAS, CHARADES, ETC.","1867",0.5882,0.2574
DX1901071243,RIDDLE TOURNAMENT,"1887",0.5878,0.2566
DX1901591014,Our friend ARTHUR E. WAITE to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.5873,0.2557
DX1901590329,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.5867,0.2545
DX1901526924,AMUSING,"1868",0.5862,0.2536
DX1901123547,Crackers for the Ingenious,"1872",0.5862,0.2536
CC1904017691,PUZZLES,"1877",0.5862,0.2536
DX1901068384,RIDDLE TOURNAMENT,"1888",0.5833,0.2481
AKJNAM085421753,The Puzzler,"1869",0.5833,0.2481
CWYIFP279494754,Puzzles Riddles &c,"1878",0.5833,0.2481
DX1901269820,Our friend BROWN-EYES to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.5825,0.2466
DX1901782117,THE RIDDLE-BOX,"1875",0.5821,0.2457
DX1901122744,Crackers for the Ingenious,"1867",0.5814,0.2444
DX1901064843,RIDDLE TOURNAMENT,"1885",0.5811,0.2438
DX1901064596,RIDDLE TOURNAMENT,"1885",0.5802,0.2422
DX1901731190,TO PUZZLES,"1868",0.5797,0.2412
DX1901123747,Crackers for the Ingenious,"1873",0.5795,0.2409
DX1901526374,AMUSING,"1869",0.5789,0.2397
DX1901497719,NUTS TO CRACK,"1877",0.5769,0.2359
DX1901065046,RIDDLE TOURNAMENT,"1885",0.5769,0.2359
DX1901526997,AMUSING,"1868",0.5769,0.2359
DX1901109329,Trackers for the Ingenious,"1878",0.575,0.2322
DX1901059531,RIDDLE TOURNAMENT,"1884",0.5746,0.2315
DX1901054898,RIDDLE TOURNAMENT,"1881",0.5742,0.2307
DX1901053836,Our old friend H. C. PRICE leads the Riddle Tournament to-day,"1880",0.5725,0.2275
SWNDBX482702613,Puzzles &c. Riddles,"1879",0.5714,0.2254
DX1901124908,Crackers for the Ingenious,"1868",0.5714,0.2254
FOHYFK735979079,The Riddler,"1886",0.5714,0.2254
DX1901723567,BIBLE ENIGMAS AND ACROSTICS,"1895",0.5714,0.2254
DX1901678130,Our Puzzle Department,"1868",0.5714,0.2254
DX1901499733,"ENIGMAS, CHARADES, ETC.","1868",0.5714,0.2254
DX1901054264,Our friend HEINRICH DER WAHR to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.5702,0.223
DX1901058598,RIDDLE TOURNAMENT,"1883",0.5701,0.2229
DX1901070677,RIDDLE TOURNAMENT,"1887",0.5688,0.2204
DX1901590965,Our friend A THISTLE to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.5688,0.2204
DX1901059462,RIDDLE TOURNAMENT,"1884",0.5686,0.2201
DX1901062714,THE RIDDLE TOURNAMENT,"1889",0.5684,0.2196
CC1904017075,PUZZLES,"1878",0.5682,0.2192
DX1901057120,RIDDLE TOURNAMENT,"1882",0.5682,0.2192
DX1901063641,RIDDLE TOURNAMENT,"1886",0.5663,0.2156
DX1901060277,Our friend ANNIE F. STANTON to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.566,0.2151
DX1901061770,THE RIDDLE TOURNAMENT,"1889",0.5654,0.214
DX1901686825,PUZZLE PAGES,"1867",0.5645,0.2122
DX1901053202,PUZZLEDOM,"1875",0.5641,0.2114
DX1901059647,RIDDLE TOURNAMENT,"1884",0.5629,0.2091
DX1901499939,NUTS TO CRACK,"1869",0.5625,0.2084
DX1901106060,Crackers for the Ingenious,"1877",0.5625,0.2084
OSCJBK671401733,Our Puzzle Department,"1874",0.5625,0.2084
CC1903268593,RECREATION COLUMN,"1870",0.561,0.2055
DX1901122698,Crackers for the Ingenious,"1867",0.561,0.2055
DX1901512288,OUR LITTLE FOLKS' OWN PUZZLES,"1889",0.56,0.2036
DX1901118881,Crackers for the Ingenious,"1875",0.56,0.2036
DX1901269745,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.5588,0.2014
DX1901245722,ENIGMA,"1812",0.5588,0.2014
DX1901269844,Our friend J. G. LUMSDEN to-day takes the lead . the RIDDLE TOURNAMENT,"1879",0.5567,0.1973
DX1901060731,RIDDLE TOURNAMENT,"1889",0.5559,0.1959
DX1901065360,RIDDLE TOURNAMENT,"1885",0.5556,0.1951
CC1904017041,PUZZLES,"1878",0.5556,0.1951
RMFHVW672549974,The Puzzler,"1870",0.5556,0.1951
DX1901118595,Crackers for the Ingenious,"1875",0.5556,0.1951
DX1901519116,PUZZLES,"1879",0.5556,0.1951
XBIVYW054368441,Our Prize Charade No. 20,"1888",0.5556,0.1951
DX1901115737,Crackers for the Ingenious,"1880",0.5556,0.1951
DX1901052921,PUZZLEDOM,"1875",0.5556,0.1951
DX1901057917,RIDDLE TOURNAMENT,"1883",0.5547,0.1935
DX1901061345,RIDDLE TOURNAMENT,"1889",0.5542,0.1925
DX1901498036,"CHRISTMAS DESSERT, AND MORE TOO","1874",0.5528,0.1899
DX1901055435,RIDDLE TOURNAMENT,"1881",0.5526,0.1896
DX1901499293,"ENIGMAS, CHARADES, ETC.","1867",0.55,0.1845
DX1901071102,RIDDLE TOURNAMENT,"1887",0.55,0.1845
DX1901508172,OUR LITTLE FOLKS' OWN PUZZLES,"1884",0.55,0.1845
DX1901061874,THE RIDDLE TOURNAMENT,"1889",0.5492,0.1831
DX1901123270,Crackers for the Ingenious,"1872",0.5484,0.1815
DX1901793208,"ENIGMAS, CHARADES, &c.","1866",0.5484,0.1815
DX1901124633,Crackers for the Ingenious,"1868",0.5479,0.1806
DX1901723924,DOUBLE BIBLE ACROSTIC AND HIDDEN TEXT,"1896",0.5476,0.18
DX1901530270,PRIZE PAPER,"1881",0.5476,0.18
DX1901678368,Our Puzzle Department,"1870",0.5472,0.1791
DX1901498774,NUTS TO CRACK,"1878",0.5455,0.1759
CC1903243729,Charades,"1874",0.5455,0.1759
DX1901122721,Crackers for the Ingenious,"1867",0.5455,0.1759
EYQIZU229929883,Puzzles Riddles,"1877",0.5455,0.1759
DX1901105711,Crackers for the Ingenious,"1877",0.5455,0.1759
DX1901869072,"ENIGMAS, CHARADES, &c.","1867",0.5455,0.1759
DX1901124198,Crackers for the Ingenious,"1873",0.5446,0.1743
DX1901064179,RIDDLE TOURNAMENT,"1886",0.5441,0.1732
DX1901731307,PUZZLE PAGES,"1868",0.5429,0.1709
CC1903260070,RECREATION COLUMN,"1871",0.5429,0.1709
DX1901057733,RIDDLE TOURNAMENT,"1883",0.5425,0.1702
DX1901118709,Crackers for the Ingenious,"1875",0.5417,0.1687
DX1901118290,Crackers for the Ingenious,"1875",0.5417,0.1687
DX1901724028,DOUBLE BIBLE ACROSTIC AND CHARADE,"1896",0.5417,0.1687
DX1901104447,Crackers for the Ingenious,"1876",0.5417,0.1687
DX1901503453,A BURIED PROVERB,"1877",0.5417,0.1687
DX1901066186,RIDDLE TOURNAMENT,"1885",0.5407,0.1669
ZDKGSM958114440,The Puzzler,"1871",0.5405,0.1665
DX1901498904,NUTS TO CRACK,"1878",0.5405,0.1665
DX1901070767,RIDDLE TOURNAMENT,"1887",0.5402,0.1659
DX1901055906,RIDDLE TOURNAMENT,"1881",0.5395,0.1645
DX1901507528,OUR LITTLE FOLKS' OWN PUZZLES,"1883",0.5385,0.1625
DX1901590613,Our friend LOTTIE W. to-day takes the lead in RIDDLE TOURNAMENT,"1878",0.5376,0.161
DX1901068170,RIDDLE TOURNAMENT,"1888",0.5372,0.1601
DX1901055388,RIDDLE TOURNAMENT,"1881",0.5369,0.1596
DX1901069609,RIDDLE TOURNAMENT,"1886",0.5366,0.159
DX1901730252,PUZZLES,"1867",0.5362,0.1583
DX1901054571,Our friend E BAXTER to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.5361,0.158
AZHAVQ191788011,Puzzles Riddles,"1877",0.5357,0.1573
CC1904016924,PUZZLES,"1878",0.5357,0.1573
DX1901062861,THE RIDDLE TOURNAMENT,"1889",0.5342,0.1544
DX1901679085,Evening Merry Makings,"1867",0.5333,0.1528
CTUTCL808651544,Puzzles Riddles,"1877",0.5333,0.1528
DX1901793668,"ENIGMAS, CHARADES, &c.","1866",0.5333,0.1528
DX1901062038,THE RIDDLE TOURNAMENT,"1889",0.5327,0.1515
DX1901072972,RIDDLE TOURNAMENT,"1887",0.5321,0.1504
DX1901526191,AMUSING,"1868",0.5312,0.1488
DX1901055552,RIDDLE TOURNAMENT,"1881",0.5308,0.1479
DX1901070414,RIDDLE TOURNAMENT,"1886",0.5297,0.1459
CC1903068639,A MISSIONARY ENIGMA,"1867",0.5294,0.1453
DX1901526388,AMUSING,"1869",0.5294,0.1453
DX1902009620,AMUSING,"1872",0.5294,0.1453
BUXUKV258666038,The Riddler,"1887",0.5294,0.1453
DX1901122319,Crackers for the Ingenious,"1867",0.5278,0.1422
LMPTMH162954291,The Riddler,"1887",0.5263,0.1394
DX1901070120,RIDDLE TOURNAMENT,"1886",0.5263,0.1394
DX1901057682,RIDDLE TOURNAMENT,"1883",0.5248,0.1365
DX1901064697,RIDDLE TOURNAMENT,"1885",0.5245,0.1359
DX1901065659,RIDDLE TOURNAMENT,"1885",0.5244,0.1357
DX1901724397,HIDDEN TEXT AND BIBLICAL CHARACTERS,"1898",0.5238,0.1346
XCCQJC366178376,Enigmatical Pastimes,"1875",0.5238,0.1346
DX1901066813,RIDDLE TOURNAMENT,"1888",0.5234,0.1339
DX1901071052,RIDDLE TOURNAMENT,"1887",0.5233,0.1336
DX1901122868,Crackers for the Ingenious,"1867",0.5231,0.1332
DX1901068612,RIDDLE TOURNAMENT,"1888",0.5213,0.1298
DX1901067668,RIDDLE TOURNAMENT,"1888",0.5201,0.1276
DX1901782087,THE RIDDLE-BOX,"1875",0.5172,0.1221
DX1901066902,RIDDLE TOURNAMENT,"1888",0.5163,0.1202
USDAIE154688724,The Puzzler,"1870",0.5161,0.12
DX1901058742,RIDDLE TOURNAMENT,"1883",0.5156,0.119
DX1901497453,NUTS TO CRACK,"1876",0.5152,0.1181
DX1901591271,Our friend CARADOC to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.5149,0.1175
DX1901731948,PUZZLE PAGES,"1869",0.5143,0.1165
DX1901072765,RIDDLE TOURNAMENT,"1887",0.5128,0.1137
DX1901065089,RIDDLE TOURNAMENT,"1885",0.5128,0.1137
DX1901110493,Crackers for the Ingenious,"1879",0.5116,0.1114
DX1901720566,PUZZLES,"1871",0.5111,0.1104
DX1901782014,THE RIDDLE-BOX,"1875",0.5098,0.1079
AXLVRV045377300,The Puzzlers,"1870",0.5085,0.1054
DX1901055929,RIDDLE TOURNAMENT,"1881",0.5077,0.1039
DX1901591072,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.5049,0.0985
DX1901060945,RIDDLE TOURNAMENT,"1889",0.5048,0.0984
DX1901589487,Our friend J. WAKEFIELD to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.5043,0.0975
DX1901056941,RIDDLE TOURNAMENT,"1882",0.504,0.0968
DX1901066765,RIDDLE TOURNAMENT,"1888",0.504,0.0968
DX1901057861,RIDDLE TOURNAMENT,"1883",0.5032,0.0954
DX1901243153,NEW CHARADE,"1804",0.5,0.0892
DX1901683733,CHARADE,"1841",0.5,0.0892
UEBXRT141149392,Puzzles Riddles,"1877",0.5,0.0892
DX1901503325,RIDDLE-ME REES,"1872",0.5,0.0892
KWUMGW334226104,Engmatical Pastimes,"1874",0.5,0.0892
CC1903079616,Our Puzzle Box,"1895",0.5,0.0892
DX1901125825,Crackers for the Ingenious,"1874",0.5,0.0892
FOCUOC922948458,The Puzzler,"1870",0.5,0.0892
DX1901176786,SCRIPTURE ENIGMA,"1870",0.5,0.0892
COATUH002425779,Puzzles Riddles &c.,"1878",0.5,0.0892
DX1901124486,Crackers for the Ingenious,"1867",0.5,0.0892
DX1901066470,RIDDLE TOURNAMENT,"1885",0.5,0.0892
NCSVIU267832936,Puzzles Riddles,"1879",0.5,0.0892
DX1901677266,CHARADES,"1843",0.5,0.0892
DX1901053593,Our friend F. TAYLOR to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.5,0.0892
DX1901528903,NUTS TO CRACK,"1884",0.5,0.0892
DX1901677713,CHARADES,"1845",0.5,0.0892
DX1901677796,CHARADE,"1847",0.5,0.0892
DX1901053946,Our friend HENRY ADAMS to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.5,0.0892
DX1901793570,"ENIGMAS, CHARADES, &c.","1866",0.5,0.0892
DX1901512098,OUR LITTLE FOLKS' OWN PUZZLES,"1889",0.5,0.0892
DX1902136546,CHARADE,"1846",0.5,0.0892
DX1901062314,THE RIDDLE TOURNAMENT,"1889",0.5,0.0892
KMPIWX660346423,Charade No. 2,"1864",0.5,0.0892
DX1902136971,A NUPTIAL CHARADE IN RHYME,"1850",0.5,0.0892
DX1901589785,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.5,0.0892
CZYFMK611106171,Our Prize Charade No. 10,"1888",0.5,0.0892
DX1901676983,CHARADE,"1844",0.5,0.0892
DX1901056486,RIDDLE TOURNAMENT,"1882",0.5,0.0892
KWHART762769031,Puzzles Riddles &c.,"1878",0.5,0.0892
CC1903240318,OUR PUZZLES,"1899",0.5,0.0892
DX1901057314,RIDDLE TOURNAMENT,"1882",0.4969,0.0833
DX1901056917,RIDDLE TOURNAMENT,"1882",0.4966,0.0827
DX1901057257,RIDDLE TOURNAMENT,"1882",0.4952,0.0801
DX1901063385,RIDDLE TOURNAMENT,"1886",0.4945,0.0787
DX1901054743,RIDDLE TOURNAMENT,"1881",0.4943,0.0783
DX1901589069,Our friend E. S. HOPE to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.4914,0.0728
DX1901053233,PUZZLEDOM. BY MRS. BRODERIP,"1875",0.4912,0.0725
DX1901070533,RIDDLE TOURNAMENT,"1887",0.4912,0.0723
DX1901060007,Our friend C. D. to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.4907,0.0716
DX1901062099,THE RIDDLE TOURNAMENT,"1889",0.4907,0.0714
DX1901052941,PUZZLEDOM. BY MRS. BRODERIP,"1875",0.4884,0.067
DX1901054033,Our friend T. W. KITCHNER to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.4874,0.0652
DX1901056830,RIDDLE TOURNAMENT,"1882",0.4851,0.0608
DX1901591090,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.4839,0.0585
DX1901589468,Our friend G. GRANT to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.4831,0.0571
DX1901105616,Trackers for the Ingenious,"1877",0.4783,0.0478
DX1901070636,RIDDLE TOURNAMENT,"1887",0.4771,0.0455
DX1901875821,Our friend J. CHARLES to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.4766,0.0445
CC1903254381,CHARDES,"1866",0.4762,0.0438
DX1901147359,PUZZLE COMPETITION,"1889",0.4762,0.0438
DX1901071482,RIDDLE TOURNAMENT,"1887",0.476,0.0434
CRCHWE400529884,The Riddler,"1888",0.475,0.0415
DX1901506971,OUR PUZZLE PAGES,"1881",0.4746,0.0407
SQDZAE150367248,Enigmatical Pastimes,"1875",0.4737,0.039
DX1901124755,Crackers for the Ingenious,"1868",0.473,0.0377
DX1901589199,Our friend P. CREGAN to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.4717,0.0353
DX1901061489,THE RIDDLE TOURNAMENT,"1889",0.4711,0.0341
DX1901503804,OUR PUZZLE PAGES,"1877",0.4706,0.0331
DX1901061585,THE RIDDLE TOURNAMENT,"1889",0.4706,0.0331
UHMPLS739040560,Puzzles,"1885",0.4706,0.0331
DX1901678404,Our Puzzle Department,"1870",0.4688,0.0296
DX1901590886,Our friend THOMAS LORRAINE to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.4683,0.0287
DX1901060083,Our friend F. C. FINCH to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.4677,0.0277
DX1901529919,PUZZLEDOM,"1880",0.4667,0.0257
DX1901526824,AMUSING,"1867",0.4667,0.0257
DX1901781600,THE RIDDLE BOX,"1874",0.4667,0.0257
DX1901123723,Crackers for the Ingenious,"1873",0.4667,0.0257
DX1901528136,PUZZLEDOM,"1880",0.4643,0.0211
DX1901067442,RIDDLE TOURNAMENT,"1888",0.4636,0.0198
DX1901269773,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.4634,0.0195
DX1901122651,Crackers for the Ingenious,"1867",0.4634,0.0195
DX1901059097,RIDDLE TOURNAMENT,"1884",0.4626,0.0179
DX1901589261,Our friend TOR to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.4625,0.0177
DX1901884245,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT,"1879",0.4615,0.0159
DZMYQT090876124,Puzzles Riddles,"1879",0.4615,0.0159
DX1901724649,DOUBLE BIBLE ACROSTIC & BIBLICAL CHARADE,"1898",0.4615,0.0159
DX1901070958,RIDDLE TOURNAMENT,"1887",0.4608,0.0145
DX1901057586,RIDDLE TOURNAMENT,"1883",0.4606,0.0141
DX1901055794,RIDDLE TOURNAMENT,"1881",0.46,0.013
DX1901890645,THE RIDDLE-BOX,"1879",0.46,0.013
DX1901588987,Our friend FANNY ROWLANDS to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.459,0.0111
DX1901070908,RIDDLE TOURNAMENT,"1887",0.4583,0.0098
DX1901525841,"Answers to Riddles, Charades, &c., In February Number","1866",0.4583,0.0098
DX1901590255,Our friend W. A. WILLIAMS to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.4574,0.0081
DX1901104424,Crackers for the Fugcuious,"1876",0.4571,0.0075
CC1903267914,RECREATION COLUMN,"1869",0.4571,0.0075
DX1901589734,Our friend F. W. PETCHELL to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.4571,0.0075
DX1901067711,RIDDLE TOURNAMENT,"1888",0.4557,0.0047
KASNRA634343370,Enigmatical and Amusing Exercises,"1864",0.4545,0.0026
FSZMQN141780486,Our Drawer,"1875",0.4545,0.0026
DX1901734224,"ENIGMAS, CHARADES, &c.","1864",0.4545,0.0026
DX1902036689,AN OLD RIDDLE,"1879",0.4545,0.0026
DX1901242010,NEW CHARADES,"1800",0.4545,0.0026
ADVGGN777398318,Puzzles Riddles,"1877",0.4545,0.0026
DX1901525651,AMUSING,"1870",0.4545,0.0026
LMFGLX683281698,The Riddler,"1887",0.4524,-0.0016
DX1901063169,RIDDLE TOURNAMENT,"1886",0.4522,-0.002
DX1901731848,PUZZLE PAGES,"1869",0.4516,-0.003
DX1901063439,RIDDLE TOURNAMENT,"1886",0.4503,-0.0056
DX1901731487,PUZZLE PAGES,"1868",0.45,-0.0061
DX1901124879,Crackers for the Ingenious,"1868",0.45,-0.0061
CJXZOO876206748,Enigmatical Pastimes,"1873",0.45,-0.0061
DX1901499499,"ENIGMAS, CHARADES, ETC.","1868",0.45,-0.0061
MFSYLX690318743,Puzzles Riddles &c,"1877",0.45,-0.0061
DX1901531168,NUTS TO CRACK,"1886",0.45,-0.0061
DX1901890543,THE RIDDLE-BOX,"1878",0.4493,-0.0075
ZGOCMU117679724,The Puzzler,"1870",0.4483,-0.0094
DX1901115947,Crackers for the Ingenious,"1880",0.4483,-0.0094
DX1901590948,Our friend CHARLES HENRY BOTT to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.4468,-0.0122
CC1903069354,Missionary Enigma,"1871",0.4444,-0.0167
DX1901683827,RIDDLE,"1841",0.4444,-0.0167
CC1903079713,Our Puzzle Box,"1896",0.4444,-0.0167
DX1901069917,"ANSWERS TO RIDDLES, &c., OF LAST WEEK","1886",0.4444,-0.0167
DX1901230466,CHARADE II,"1893",0.4444,-0.0167
DX1901241582,CHARADES,"1800",0.4444,-0.0167
DX1901123496,Crackers for the Ingenious,"1872",0.4444,-0.0167
NGSNXX878874694,Our Prize Charade No. 6,"1888",0.4444,-0.0167
DX1901053479,Our friend ANNIE F. STANTON to-day takes the lead in the RIDDLE TOURNAMNET,"1880",0.4444,-0.0167
DX1901125925,Crackers for the Ingenious,"1874",0.4444,-0.0167
